BreweryInWAList,Brewery,4,8,12,2,1,7,6,3,5,11,10,9,total
icicle brewing company,ICICLE BREWING COMPANY,608.05,812.67,752.14,555.02,550.86,931.51,927.36,828.06,697.81,732.53,803.42,1012.73,9212.159999999998
iconic brewing,ICONIC BREWING,13.0,0.0,71.31,8.65,9.2,13.73,17.61,13.35,13.11,0.0,16.25,74.23,250.44000000000005
in the shadow brewing,IN THE SHADOW BREWING,4.32,5.16,4.62,3.83,2.83,8.91,7.82,4.09,3.83,4.97,5.99,8.85,65.22
inland ale works,INLAND ALE WORKS BREWING CO,8.14,-0.17,0.0,0.0,0.0,7.86,11.49,1.61,8.03,3.22,8.55,3.9,52.63
iron goat brewing,IRON GOAT BREWING,69.7,66.43,72.72,48.55,80.17,80.54,93.39,83.11,73.03,78.7,74.16,88.85,909.35
iron horse brewery,IRON HORSE BREWERY,1093.89,1237.49,1979.11,1430.1,998.4,1135.27,1146.92,1344.42,955.27,-41.19,967.29,1070.83,13317.800000000001
island hoppin' brewery,ISLAND HOPPIN BREWERY,35.06,67.68,0.0,18.84,18.59,59.3,61.1,28.0,40.66,17.44,39.66,42.91,429.24
jellyfish brewing company,JELLYFISH BREWING COMPANY,116.78,168.6,98.6,98.81,91.58,147.46,130.36,119.72,115.78,91.7,123.21,140.5,1443.1000000000001
jones creek brewing,JONES CREEK BREWING,6.42,7.01,3.93,2.56,5.57,7.33,4.58,5.8,4.02,5.26,8.04,0.0,60.519999999999996
kulshan brewing company,KULSHAN BREWING COMPANYKULSHAN BREWERY,818.35,1234.36,677.34,676.84,618.5400000000001,1040.63,946.9699999999999,806.3299999999999,977.33,881.03,710.7900000000001,881.79,10270.3
la conner brewing company,LA CONNER BREWING COMPANYLA CENTER BREWING LLC,63.120000000000005,34.19,2.75,32.7,5.3,27.42,22.97,22.880000000000003,21.3,45.910000000000004,12.03,28.27,318.84
ladd and lass brewing,LADD & LASS BREWING,15.74,23.6,19.99,15.22,7.29,9.48,15.8,15.8,17.66,18.72,22.9,25.06,207.26000000000002
laht neppur brewing company,LAHT NEPPUR BREWING AND LAHT NEPPUR CELLARS,17.5,14.0,0.0,7.0,0.0,7.0,7.0,3.5,0.0,0.0,13.0,10.5,79.5
lake chelan brewery,LAKE CHELAN BREWERY,0.0,0.0,8.0,0.0,14.0,0.0,0.0,5.0,30.0,0.0,7.0,18.5,82.5
lake stevens brewing company,LAKE STEVENS BREWING COMPANY,46.84,30.66,18.0,23.5,23.84,51.5,0.0,0.0,25.66,43.68,0.0,22.5,286.18
lantern brewing,LANTERN BREWING,13.9,20.41,16.95,10.37,8.83,18.36,20.91,12.38,13.03,16.49,18.41,23.9,193.94
lazy boy brewing,LAZY BOY BREWING CO,50.39,89.16,17.83,73.61,56.33,45.82,42.58,47.36,58.32,43.27,70.81,63.33,658.8100000000001
logan brewing company,LOGAN BREWING COMPANY,44.42,55.29,36.79,68.33,0.0,50.45,55.36,42.72,45.19,36.29,38.25,44.86,517.95
loowit brewing company,LOOWIT BREWING COMPANY,143.4,108.48,150.97,101.64,102.56,127.61,166.49,152.03,106.22,105.98,103.54,153.42,1522.3400000000001
lopez island brewing company,LOPEZ ISLAND BREWING COMPANY,4.7,17.25,1.33,7.17,0.0,12.53,12.07,12.08,4.81,0.83,6.84,5.23,84.84
lost woods brewery,LOST WOODS BREWERY,24.0,15.0,58.0,0.0,0.0,0.0,34.0,20.0,0.0,0.0,0.0,0.0,151.0
lovecraft brewing company,LOVECRAFT BREWING,2.0,22.0,0.0,10.0,6.0,0.0,8.0,1.0,0.0,9.0,2.0,21.0,81.0
lowercase brewing,LOWERCASE BREWING,125.67,52.39,0.0,0.0,153.85,80.12,0.0,0.0,0.0,67.63,0.0,20.5,500.15999999999997
lucky envelope brewing,LUCKY ENVELOPE BREWING,74.98,116.78,53.76,52.6,67.11,94.48,91.49,105.46,128.61,36.79,72.06,76.76,970.8799999999999
lumber house brewery,LUMBER HOUSE BREWERY,20.51,14.32,8.5,21.25,15.5,19.57,14.5,26.33,16.66,29.28,14.0,19.33,219.75
lumberbeard brewing,LUMBERBEARD BREWING,98.07,101.51,66.37,77.71,67.97,130.16,126.81,104.38,117.04,91.48,93.16,87.35,1162.01
mac and jack's brewing company,MAC & JACKS BREWERY INC.,2036.64,2412.73,1755.14,1841.37,1951.9,2052.96,2776.15,1780.41,2171.85,1902.2,2225.78,2378.33,25285.46
machine house brewery,MACHINE HOUSE BREWERY,62.74,42.69,21.1,29.31,21.4,37.33,23.38,49.13,19.61,39.79,49.69,19.65,415.82000000000005
maelstrom brewing company,MAELSTROM BREWING COMPANY,4.61,4.76,2.96,4.41,3.71,6.23,6.13,5.21,4.6,3.22,3.54,4.78,54.160000000000004
magnuson cafe and brewery,MAGNUSON BREWERY,27.85,96.81,7.4,16.4,22.0,0.0,39.0,26.5,32.0,36.09,0.0,34.0,338.04999999999995
maritime pacific brewing company,MARITIME PACIFIC BREWING COMPANY,117.02,152.79,131.69,86.28,76.87,146.35,146.16,126.65,122.58,183.03,399.9,160.75,1850.0699999999997
masters brewhouse,MASTERS BREWHOUSE,21.0,15.0,22.9,36.85,0.0,35.82,17.7,20.25,21.09,34.0,0.0,18.3,242.91000000000003
matchless brewing,MATCHLESS,241.68,342.29,260.11,197.76,177.36,256.93,271.58,248.54,245.42,239.84,191.73,352.67,3025.9100000000003
mcmenamins anderson school brewery,MCMENAMINS ANDERSON SCHOOL,278.65,146.47,101.79,80.46,141.64,83.29,99.78,98.34,137.19,104.73,104.38,120.75,1497.4700000000003
mcmenamins elks temple,MCMENAMINS ELKS TEMPLE BREWERY,197.75,105.0,73.5,74.5,110.25,99.0,126.5,72.75,96.5,80.5,71.0,96.25,1203.5
mcmenamins kalama harbor lodge,MCMENAMINS KALAMA HARBOR LODGE BREWERY,99.75,60.94,34.75,22.75,36.25,46.75,68.5,27.0,41.22,31.0,37.25,59.5,565.66
mcmillin farm brewhouse,MCMILLIN FARM,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.94,0.0,0.0,2.84
meatheads smokehouse and beer works,MEATHEADS SMOKEHOUSE AND BEER WORKS,0.0,0.0,0.0,0.0,193.0,0.0,0.0,0.0,130.0,229.0,0.0,0.0,552.0
menace brewing,MENACE BREWING,21.03,0.0,36.74,0.0,38.24,0.0,0.0,31.3,17.89,0.0,20.96,72.32,238.48
middleton brewing,MIDDLETON BREWING,0.0,0.0,0.0,8.0,12.0,22.0,22.0,14.0,0.0,42.0,0.0,0.0,120.0
milepost 111 brewing company,MILEPOST 111 BREWING COMPANY,0.0,0.0,2.0,0.0,1.5,2.93,5.83,3.16,0.0,0.0,0.0,2.33,17.75
millwood brewing company,MILLWOOD BREWING COMPANY,18.91,16.24,19.95,16.72,15.04,14.38,15.93,19.66,18.21,14.53,10.19,10.8,190.56
mirage beer company,MIRAGE BEER,21.61,22.42,11.16,18.17,1.59,6.57,10.27,17.76,15.19,19.81,17.2,7.43,169.17999999999998
monka brewing company,MONKA BREWING COMPANY,9.0,15.0,9.0,6.0,0.0,3.0,9.0,6.0,0.0,0.0,9.0,3.0,69.0
moonshot brewing,MOONSHOT BREWING,18.55,20.64,15.11,18.74,13.91,24.06,22.16,22.3,21.81,16.21,19.86,21.75,235.10000000000002
mother fern brewing,MOTHER FERN BREWING,148.0,216.0,125.0,47.75,61.0,91.5,297.0,107.0,0.0,147.5,0.0,0.0,1240.75
mount olympus brewing,MOUNT OLYMPUS BREWING,0.0,0.0,67.9,85.67,0.0,57.01,0.0,0.0,95.97,39.12,0.0,86.22,431.89
mountain lakes brewing company,MOUNTAIN LAKES BREWING COMPANY,14.6,10.36,0.0,8.17,5.84,9.17,24.189999999999998,9.01,0.0,9.01,13.69,4.84,108.88000000000001
mule and elk brewing company,MULE AND ELK BREWING COMPANY,0.0,11.97,15.9,12.42,9.59,8.44,10.36,16.03,11.79,14.57,5.19,21.04,137.29999999999998
métier brewing company,METIER BREWING COMPANY,56.52,139.06,28.37,56.63,27.66,44.9,108.12,59.08,51.11,40.769999999999996,59.99,87.6,759.8100000000001
narrows brewing company,NARROWS BREWING COMPANY,201.78,305.47,110.21,118.41,137.17,194.71,211.05,211.22,255.36,207.36,170.56,163.76,2287.0600000000004
natural 20 brewing company,NATURAL 20 BREWING CO.NATURAL 20 BREWING CO,52.0,86.0,75.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,263.0
new maitland brewing llc,NEW MAITLAND BREWING LLC,0.0,2.32,0.16,0.0,0.0,1.99,0.0,0.0,0.0,0.08,0.57,1.44,6.5600000000000005
no boat brewing company,NOBOAT BREWING COMPANY,42.0,56.5,45.25,47.5,19.5,49.0,69.75,32.0,42.0,46.0,47.0,62.0,558.5
no drought brewing company,NO DROUGHT BREWING COMPANY,7.72,0.0,13.27,6.98,13.47,19.38,0.0,7.39,0.0,0.0,0.0,22.82,91.03
no-li brewhouse,NO-LI BREWHOUSE,1408.5700000000002,1295.5,1344.53,954.51,742.06,1396.96,1246.7,1113.38,1056.81,1029.92,1226.51,1409.41,14224.86
north 47 brewing company,NORTH 47 BREWING CO.,8.5,20.0,9.0,18.0,18.0,21.0,18.0,26.0,16.0,19.5,15.0,24.0,213.0
north fork brewery,NORTH FORKNORTH FORK BARREL HOUSE & BEER SHRINE,29.32,48.45,27.61,22.84,27.29,45.32,28.55,34.48,33.06,26.0,28.869999999999997,37.74,389.53000000000003
north jetty brewing,NORTH JETTY BREWING,45.15,82.77,48.65,48.42,21.34,64.74,56.48,62.93,61.44,21.96,60.03,65.1,639.01
north sound brewing company,NORTH SOUND BREWING CO,25.51,32.7,23.69,25.52,20.35,30.54,31.55,28.86,28.53,24.02,28.36,28.34,327.97
northern ales,NORTHERN ALES,14.35,11.5,11.5,3.27,0.0,15.02,0.0,13.0,0.0,38.3,0.0,0.0,106.94
northwest brewing company,NORTHWEST BREWERY WORKSNORTHWEST BREWING COMPANY,0.0,88.4,0.0,73.0,161.9,47.0,0.0,189.6,59.3,73.3,-2.67,0.0,689.8299999999999
northwest peaks brewery,NORTHWEST PEAKS BREWERY,16.0,0.0,0.0,12.0,10.0,0.0,20.0,12.0,0.0,0.0,0.0,0.0,70.0
northwood public house and brewery,NORTHWOOD PUBLIC HOUSE AND BREWERY,7.25,0.0,2.0,1.83,0.0,0.0,5.91,0.0,0.0,0.0,3.83,8.0,28.82
nun chuck's brewing company,NUN CHUCKS BREWING,3.86,7.25,11.54,3.85,2.03,5.47,4.27,2.5,4.67,0.0,6.72,4.22,56.379999999999995
obec brewing,OBEC BREWING,41.36,56.23,41.31,22.65,24.6,50.34,116.65,21.13,0.0,51.04,36.38,51.27,512.96
odd otter brewing company,ODD OTTER BREWING COMPANY,0.0,86.0,0.0,43.59,0.0,0.0,0.0,0.0,72.42,60.75,0.0,0.0,262.76
odin brewing company,ODIN BREWING COMPANY,150.87,71.0,0.0,32.64,63.58,46.0,69.0,-0.13,52.0,39.0,41.0,85.6,650.5600000000001
off camber brewing,OFF-CAMBER BREWING,0.0,0.0,59.08,0.0,0.0,0.0,33.79,26.44,0.0,0.0,0.0,0.0,119.31
ogres brewing,OGRES BREWING,3.5,5.5,3.5,3.93,2.7,5.5,4.67,4.5,3.5,3.0,4.0,5.0,49.3
old schoolhouse brewery,OLD SCHOOLHOUSE BREWERY,181.29999999999998,407.35999999999996,235.60000000000002,271.17,0.0,155.10000000000002,150.39999999999998,185.9,0.0,0.0,187.4,0.0,1774.23
old stove brewing company,OLD STOVE BREWING COMPANY,231.49,256.68,111.82,120.47,173.49,204.31,310.66999999999996,109.55,241.14,125.22,148.66,159.51,2193.01
optimism brewing company,OPTIMISM BREWING,115.1,120.0,89.7,115.79,61.7,116.1,142.86,143.2,111.5,236.98,0.0,135.35,1388.28
otherlands beer,OTHERLANDS BEER,33.12,0.0,0.0,42.13,0.0,98.33,0.0,0.0,0.0,86.31,0.0,58.48,318.37
outer planet craft brewing,OUTER PLANET CRAFT BREWING,4.39,5.59,4.84,0.0,4.31,6.64,6.58,10.42,5.4,4.98,6.43,5.53,65.10999999999999
outlander brewery and pub,OUTLANDER BREWERY AND PUB,10.0,6.88,14.5,7.32,14.0,21.15,19.0,0.0,0.0,0.0,3.5,4.0,100.35
paper street brewing company,PAPER STREET BREWING COMPANY,0.0,24.0,29.0,15.0,0.0,0.0,0.0,0.0,10.3,26.0,0.0,0.0,104.3
paradise creek brewery,PARADISE CREEK BREWERY,128.27,75.59,35.69,49.02,47.38,88.99,70.97,43.02,69.75,46.33,46.37,52.06,753.44
paramour brewing company,PARAMOUR BREWING CO.,0.0,6.0,9.0,0.0,3.0,6.0,4.0,0.0,3.0,0.0,10.0,6.0,47.0
pastime brewery,PASTIME BREWERY BAR & GRILL,8.58,8.0,8.82,5.04,3.85,9.14,8.23,5.74,9.14,5.27,8.37,6.4,86.58
peace of mind brewing,PEACE OF MIND BREWING,0.5,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,31.0,0.0,0.0,36.5
peddler brewing company,PEDDLER BREWING COMPANY,0.0,0.0,0.0,7.5,15.52,0.0,0.0,-7.9,0.0,0.0,0.0,0.0,15.12
penn cove brewing company,PENN COVE TAPROOMPENN COVE TAPROOM - FREELAND,33.02,112.0,21.59,29.34,26.16,142.57,57.59,51.36,46.669999999999995,39.63,46.66,99.79,706.3799999999999
perfect circle brewing,PERFECT CIRCLE BREWING,1.5,8.5,0.0,5.83,0.0,4.5,0.0,0.0,2.5,6.5,0.0,3.0,32.33
perihelion brewery,PERIHELION BREWERY,5.9,26.58,20.61,33.93,19.71,19.74,31.79,12.64,60.63,34.63,27.89,38.27,332.31999999999994
perry street brewing,PERRY STREET BREWING COMPANY,29.0,46.0,57.0,42.5,53.0,35.5,64.0,42.5,37.25,29.5,45.5,42.0,523.75
pike brewing company,PIKE BREWING COMPANY AND LIBERTY MALT SUPPLY,307.71,375.46,367.06,222.27,264.72,349.19,527.75,300.07,301.03,420.38,508.14,468.11,4411.89
pint size brewing,PINT SIZE BREWING,2.33,2.51,0.0,3.06,2.34,0.63,2.3,3.52,3.63,0.0,2.67,2.67,25.659999999999997
port townsend brewing company,PORT TOWNSEND BREWING CO.,0.0,0.0,0.0,60.0,45.0,375.0,0.0,0.0,150.0,90.0,0.0,150.0,870.0
postdoc brewing,POSTDOC BREWING COMPANY,114.98,156.95,104.77,89.69,83.6,151.09,153.98,126.04,98.6,81.22,119.67,104.12,1384.71
potlatch brewing company,POTLATCH BREWING CO.,6.1,13.5,0.0,8.44,3.66,27.32,0.0,0.0,27.42,10.22,9.36,15.93,121.94999999999999
powerhouse restaurant and brewery,POWERHOUSE RESTAURANT AND BREWERY,0.0,19.5,19.5,26.0,13.0,26.0,13.0,13.0,78.0,13.0,6.5,26.0,253.5
precious things fermentation project,PRECIOUS THINGS FERMENTATION PROJECT,2.0,2.0,0.5,1.5,2.5,3.25,0.0,0.5,2.0,1.33,1.5,1.0,18.08
propolis brewing,PROPOLIS BREWING,28.72,26.4,16.11,20.16,3.48,13.54,23.64,-1.34,11.98,9.86,17.36,12.07,181.97999999999996
quartzite brewing company,QUARTZITE BREWING COMPANY,5.83,9.17,6.75,0.0,2.34,9.25,8.33,0.0,7.83,6.92,8.08,9.0,73.5
quirk brewing,QUIRK BREWING,42.64,26.83,23.75,32.78,20.42,24.0,31.83,23.76,37.57,29.0,22.33,36.71,351.61999999999995
rail hop'n brewing company,RAIL HOPN BREWING CO,0.0,13.5,9.0,9.0,9.0,0.0,9.0,9.0,13.5,9.0,0.0,0.0,81.0
railside brewing,RAILSIDE BREWING,19.0,0.0,0.0,21.0,0.0,24.0,0.0,0.0,14.0,17.55,0.0,15.6,111.14999999999999
rainy daze brewing,RAINY DAZE BREWING COMPANY,96.25,112.5,80.0,81.33,44.5,97.17,115.17,104.83,99.25,77.0,94.0,93.33,1095.33
ram restaurant and brewery,RAM BREWERYRAM RESTAURANT & BREWERY,311.7,169.65,221.6,200.10000000000002,274.4,257.0,249.05,284.05,245.95,254.45,317.25,207.9,2993.1000000000004
rattlesnake mountain brewing company,RATTLESNAKE MOUNTAIN BREWING COMPANY,30.87,30.72,25.23,27.19,28.07,39.34,33.88,31.99,29.58,25.17,30.09,34.43,366.56
ravenna brewing company,RAVENNA BREWING COMPANY,0.0,0.0,0.0,0.0,159.3,356.44,0.0,264.23,279.05,250.37,0.0,286.65,1596.04
redhook brewlab,REDHOOK ALE BREWERY,0.0,0.0,0.0,0.0,12.67,50.33,14.67,0.0,0.0,0.0,0.0,9.67,87.34
remlinger farm brewery,REMLINGER FARMS,0.0,40.0,6.17,0.0,0.0,0.0,7.37,0.0,6.22,17.0,0.0,7.37,84.13
republic brewing company,REPUBLIC BREWING COMPANY,35.09,38.58,20.18,26.83,22.6,43.27,37.92,24.38,34.86,21.11,41.01,35.34,381.1700000000001
resonate brewery and pizzeria,RESONATE BREWERY + PIZZERIA,69.9,58.55,29.45,39.35,0.0,0.0,48.95,0.0,0.0,59.25,0.0,24.85,330.3
reuben's brews,REUBENS BREWS,2070.59,2617.09,1592.8,1676.6299999999999,1705.8500000000001,2303.8700000000003,2519.17,1933.1499999999999,2077.57,1709.3300000000002,1740.98,2433.18,24380.210000000003
ridgefield craft brewing company,RIDGEFIELD CRAFT BREWING COMPANY,22.24,48.92,13.42,34.42,19.88,29.36,94.73,26.17,0.0,49.73,0.0,30.23,369.1
ridgeline brewing company,RIDGELINE BREWING COMPANY,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,16.0,34.0
river city brewing,RIVER CITY BREWING,41.0,27.7,20.82,0.0,25.52,38.84,54.18,115.44,30.57,16.41,16.22,28.47,415.1700000000001
river mile 38 brewing company,RIVER MILE 38 BREWING CO,10.57,16.18,8.34,15.11,10.23,26.42,13.35,14.18,13.43,11.17,13.75,14.77,167.5
river time brewing,RIVER TIME BREWING,0.0,26.3,0.0,0.0,22.67,0.0,0.0,0.0,35.03,24.17,0.0,0.0,108.17
riverport brewing company,RIVERPORT BREWING,26.3,38.75,23.31,27.53,21.65,33.21,31.8,28.68,26.8,24.96,27.5,36.97,347.46000000000004
rocky coulee brewing,ROCKY COULEE BREWING COMPANY,10.64,3.06,1.25,2.74,3.98,1.23,4.0,2.35,4.25,3.39,4.96,8.92,50.77
rooftop brewing company,ROOFTOP BREWING COMPANY,96.54,100.63,69.14,67.29,50.97,82.06,204.31,82.42,0.0,0.0,65.75,97.86,916.97
rose garage brewing and taps,ROSE GARAGE,4.0,1.0,0.0,2.0,4.0,2.0,4.0,0.0,0.0,2.0,4.0,0.0,23.0
roslyn brewing company,ROSLYN BREWING COMPANY,20.66,51.01,14.73,19.56,0.0,0.0,40.69,0.0,0.0,14.52,0.0,18.83,180.0
saal brewing company,SAAL BREWING,2.14,0.0,5.28,5.96,0.0,4.26,5.34,3.41,3.41,4.85,4.85,9.54,49.04
saddle rock pub and brewery,SADDLE ROCK PUB,10.0,8.0,5.97,12.07,5.61,6.16,14.06,0.0,0.0,7.74,6.0,7.94,83.55
sage brewing company,SAGE BREWING COMPANY,12.26,22.27,15.86,19.67,15.87,28.51,11.68,18.74,35.21,26.81,10.34,13.47,230.69000000000003
salish sea brewing company,THE SALISH SEA BREWING COMPANYSALISH SEA BREWING COMPANY,0.0,0.0,131.68,0.6600000000000037,320.11,217.06,0.0,0.0,227.98999999999998,0.0,0.0,182.42000000000002,1079.92
san juan island brewing company,SAN JUAN BREWING COMPANY,205.86,218.43,87.95,97.27,97.7,275.84,179.1,84.9,140.46,88.17,139.17,216.6,1831.45
savage brewing company,SAVAGE BREWING COMPANY,10.0,0.0,28.0,0.0,0.0,14.0,21.0,21.0,0.0,0.0,21.0,21.0,136.0
scamp brewing company,SCAMP BREWING COMPANY,6.0,3.0,6.0,3.0,3.0,6.0,6.0,4.17,9.0,3.0,6.0,3.0,58.17
schooner exact brewing company,SCHOONER EXACT BREWING COMPANY,848.41,6889.21,712.39,2567.5,-37.89,-170.53,1873.63,2582.51,1477.33,513.11,1843.76,-70.33,19029.099999999995
scuttlebutt brewing company,SCUTTLEBUTT BREWING CO.,448.99,406.59,321.87,279.2,311.3,464.24,499.67,325.26,383.76,255.78,353.16,386.33,4436.150000000001
scythe brewing company,SCYTHE BREWING COMPANY,0.0,25.89,0.0,0.0,0.0,3.9,0.0,0.0,3.44,29.3,0.0,0.0,62.53
seapine brewing company,SEAPINE BREWING COMPANY,0.0,0.0,0.0,809.56,0.0,327.0,0.0,0.0,642.5,743.39,0.0,682.59,3205.04
shellback brewing,SHELLBACK BREWING,0.0,2.0,0.8,0.16,0.64,1.0,0.96,0.5,0.0,1.0,0.8,0.66,8.52
shoug brewing company,SHOUG BREWING COMPANY,10.25,11.5,15.75,7.25,6.25,5.25,9.0,9.25,10.75,10.5,12.0,26.75,134.5
sig brewing company,SIG BREWING COMPANY,39.48,31.53,23.04,41.57,19.98,32.15,34.96,66.54,46.55,29.21,31.34,29.24,425.59
silver city brewery,SILVER CITY BREWERY,2372.86,2169.09,1591.01,1516.41,1248.72,1417.5,2218.78,101.71,2621.8,1617.34,1524.62,1722.27,20122.11
singing hops brewing company,SINGING HOPS BREWING COMPANY,4.11,10.7,0.83,10.66,3.93,9.35,4.16,0.0,6.18,1.94,6.67,1.59,60.12
single hill brewing company,SINGLE HILL BREWING COMPANY,147.89,174.96,134.99,154.41,93.87,163.61,203.69,155.59,139.98,122.77,151.37,221.07,1864.2
skep brewing company,SKEP BREWING COMPANY,0.99,1.9,1.37,0.71,0.42,1.0,0.58,1.74,1.27,1.11,1.04,1.31,13.44
skookum brewery,SKOOKUM BREWERY,91.34,123.97,110.31,97.58,118.41,106.25,99.47,113.01,157.83,91.6,65.59,96.47,1271.83
slaughter county brewing company,SLAUGHTER COUNTY BREWING COMPANY,0.0,0.0,0.0,0.0,41.0,0.0,43.0,32.0,0.0,0.0,0.0,0.0,116.0
slippery pig brewing,SLIPPERY PIG BREWERY,19.5,22.5,18.0,22.5,15.0,18.0,24.0,27.0,18.0,21.0,15.0,15.0,235.5
snapshot brewing,SNAPSHOT BREWING,7.58,0.0,4.7,7.65,3.55,2.16,0.0,0.0,3.06,5.0,0.0,8.67,42.370000000000005
snoqualmie falls brewing company,SNOQUALMIE FALLS BREWERY AND TAPROOM,0.0,103.69,125.32,250.76,0.0,95.99,102.4,119.98,167.0,68.25,0.0,94.28,1127.6699999999998
snotown brewery,SNOTOWN BREWERY,14.15,6.33,8.42,7.33,5.99,12.83,4.8,10.64,14.16,5.16,4.99,6.16,100.96
snow eater brewing company,SNOW EATER BREWING COMPANY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.58,0.0,151.35,0.0,218.93
sound to summit brewing,SOUND2SUMMIT BREWERY,30.95,46.32,20.83,35.83,26.16,33.75,38.33,40.99,40.41,31.92,61.5,49.84,456.8299999999999
spada farmhouse brewery,SPADA FARMHOUSE BREWERY,0.0,15.0,24.0,18.0,27.0,-12.0,24.0,36.0,33.0,15.0,9.0,18.0,207.0
spokanite brewing,SPOKANITE BREWING COMPANY,0.0,10.93,4.5,0.0,0.0,0.0,5.0,0.0,0.0,4.25,4.25,4.93,33.86
square wheel brewing company,SQUARE WHEEL BREWING,12.25,11.63,0.0,1.5,3.42,8.5,13.75,4.25,7.25,0.0,0.25,10.75,73.55000000000001
squirrel fight artisan brewing,SQUIRREL FIGHT ARTISAN BREWING,7.25,0.0,0.0,0.0,4.75,0.0,0.0,15.75,6.25,0.0,0.0,0.0,34.0
standard brewing,STANDARD BREWING,45.98,86.6,35.56,43.14,44.56,0.0,41.0,59.79,53.88,40.41,29.81,39.45,520.18
steam donkey brewing company,STEAM DONKEY BREWING COMPANY,17.66,0.0,35.57,25.75,0.0,21.82,36.87,15.25,0.0,0.0,18.0,47.23,218.15
stemma brewing company,STEMMA BREWING,114.27,163.67,99.72,230.3,-13.44,123.83,140.32,130.16,179.86,194.6,163.11,172.39,1698.79
stones throw brewery,STONES THROW BREWERY,0.0,43.51,28.0,0.0,25.36,49.54,48.6,73.4,92.86,70.95,0.0,43.0,475.21999999999997
stormy mountain brewing,STORMY MOUNTAIN BREWING,7.5,4.0,6.0,10.5,0.0,12.5,5.5,8.0,9.0,4.5,7.5,9.0,84.0
stoup brewing,STOUP BREWING,448.93,523.95,391.1,420.3,301.94,481.77,566.31,480.97,466.55,371.95,480.2,542.94,5476.91
structures brewing,STRUCTURES BREWING,91.5,85.5,96.0,80.5,95.5,98.0,117.0,129.0,99.0,89.0,104.0,108.0,1193.0
sumerian brewing company,SUMERIAN BREWING CO.,0.0,52.29,92.23,33.03,51.2,58.15,106.21,100.53,63.39,43.63,49.8,0.0,650.46
swinnerton brewery,SWINNERTON BREWERY,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
taneum creek brewing,TANEUM CREEK BREWING,5.55,0.0,0.0,2.93,10.1,2.5,4.82,7.34,7.21,0.0,0.0,0.0,40.449999999999996
temperate habits brewing company,TEMPERATE HABITS BREWING COMPANY,22.0,12.0,0.0,15.0,6.0,15.0,12.0,18.0,12.0,18.0,12.0,12.0,154.0
ten pin brewing company,TEN PIN BREWING,139.53,132.24,40.71,66.05,97.56,189.65,124.18,88.05,129.23,106.16,58.37,111.24,1282.97
terramar brewing and distilling,TERRAMAR,37.73,38.11,22.48,13.31,18.29,46.04,31.14,34.78,30.27,19.24,45.14,40.57,377.09999999999997
the good society brewery,THE GOOD SOCIETY,28.32,34.83,22.05,27.88,19.29,27.06,27.7,29.0,30.96,19.51,32.95,36.3,335.85
the grain shed,THE GRAIN SHED,0.0,8.67,37.08,16.5,8.91,18.42,47.62,15.83,29.33,0.0,18.17,19.25,219.78000000000003
the heavy metal brewing company,THE HEAVY METAL BREWING CO,21.25,0.0,0.0,21.5,0.0,0.0,20.75,0.0,0.0,37.0,0.0,58.25,158.75
the hidden mother brewery,THE HIDDEN MOTHER BREWERY,0.0,0.0,0.0,1.0,48.14,0.0,0.0,0.0,-3.38,0.0,0.0,0.0,45.76
the station u-brew,THE STATION U-BREW,9.36,4.84,9.03,9.03,8.71,6.78,7.74,12.26,9.36,7.42,7.42,10.0,101.95
thirsty crab brewery,THIRSTY CRAB BREWERY,25.0,16.0,9.0,9.0,12.0,41.0,26.0,12.0,0.0,13.0,0.0,29.0,192.0
three bull brewing,THREE BULL BREWING CO,5.97,12.2,2.18,2.23,4.56,5.89,4.13,3.99,3.04,3.94,4.34,3.33,55.8
three magnets brewing,THREE MAGNETS BREWING COMPANY,0.0,175.46,0.0,0.0,0.0,41.09,208.1,0.0,129.63,228.27,22.1,93.64,898.29
timber monster brewing,TIMBER MONSTER BREWING COMPANY,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
timber patch brewing,TIMBER PATCH BREWING,6.0,10.96,5.46,6.16,4.5,8.16,7.14,6.66,7.65,5.82,6.46,9.44,84.41
tin dog brewing,TIN DOG BREWING,4.22,14.76,0.0,3.17,3.56,0.0,11.15,3.23,10.4,2.26,4.69,4.16,61.599999999999994
top down brewing company,TOP DOWN BREWING COMPANY,15.81,17.4,13.26,0.0,15.79,24.08,16.91,36.38,15.07,12.29,17.66,14.33,198.98
top frog brewery,TOP FROG BREWERY,4.0,2.5,6.0,4.0,2.25,3.0,5.5,4.25,2.75,2.75,2.0,4.0,43.0
top knot brewing,TOP KNOT BREWING,0.0,0.0,5.6,0.0,0.0,7.5,2.33,0.0,1.94,1.25,4.0,0.0,22.62
top rung brewing company,TOP RUNG BREWING COMPANY,0.0,54.41,37.92,37.7,37.29,52.55,68.3,57.17,96.54,44.71,51.61,52.45,590.6500000000001
