brewery,brewery_type,address,city,zipcode,county,latitude,longitude,year_established,guild_member,closed_since_2022,untappd_profile_link,month,production
Bron Yr Aur Brewing Company,micro,12160 Us Hwy 12,Naches,98937,Yakima,46.7386529,-120.73932,2015,0,0,https://untappd.com/BronYrAurBrew,June,26.7
Bron Yr Aur Brewing Company,micro,12160 Us Hwy 12,Naches,98937,Yakima,46.7386529,-120.73932,2015,0,0,https://untappd.com/BronYrAurBrew,July,28.44
Bron Yr Aur Brewing Company,micro,12160 Us Hwy 12,Naches,98937,Yakima,46.7386529,-120.73932,2015,0,0,https://untappd.com/BronYrAurBrew,August,32.02
Bron Yr Aur Brewing Company,micro,12160 Us Hwy 12,Naches,98937,Yakima,46.7386529,-120.73932,2015,0,0,https://untappd.com/BronYrAurBrew,September,24.14
Bron Yr Aur Brewing Company,micro,12160 Us Hwy 12,Naches,98937,Yakima,46.7386529,-120.73932,2015,0,0,https://untappd.com/BronYrAurBrew,October,24.04
Bron Yr Aur Brewing Company,micro,12160 Us Hwy 12,Naches,98937,Yakima,46.7386529,-120.73932,2015,0,0,https://untappd.com/BronYrAurBrew,November,10.32
Bron Yr Aur Brewing Company,micro,12160 Us Hwy 12,Naches,98937,Yakima,46.7386529,-120.73932,2015,0,0,https://untappd.com/BronYrAurBrew,December,18.54
Bron Yr Aur Brewing Company,micro,12160 Us Hwy 12,Naches,98937,Yakima,46.7386529,-120.73932,2015,0,0,https://untappd.com/BronYrAurBrew,total_annual,279.71000000000004
Brother Ass Brewing,taproom,11700 NE 54Th Ct,Vancouver,98686,Clark,45.70626635,-122.6172247,2015,0,0,https://untappd.com/BrotherAssBrewing,January,4.29
Brother Ass Brewing,taproom,11700 NE 54Th Ct,Vancouver,98686,Clark,45.70626635,-122.6172247,2015,0,0,https://untappd.com/BrotherAssBrewing,February,14.37
Brother Ass Brewing,taproom,11700 NE 54Th Ct,Vancouver,98686,Clark,45.70626635,-122.6172247,2015,0,0,https://untappd.com/BrotherAssBrewing,March,
Brother Ass Brewing,taproom,11700 NE 54Th Ct,Vancouver,98686,Clark,45.70626635,-122.6172247,2015,0,0,https://untappd.com/BrotherAssBrewing,April,3.02
Brother Ass Brewing,taproom,11700 NE 54Th Ct,Vancouver,98686,Clark,45.70626635,-122.6172247,2015,0,0,https://untappd.com/BrotherAssBrewing,May,7.03
Brother Ass Brewing,taproom,11700 NE 54Th Ct,Vancouver,98686,Clark,45.70626635,-122.6172247,2015,0,0,https://untappd.com/BrotherAssBrewing,June,8.65
Brother Ass Brewing,taproom,11700 NE 54Th Ct,Vancouver,98686,Clark,45.70626635,-122.6172247,2015,0,0,https://untappd.com/BrotherAssBrewing,July,6.33
Brother Ass Brewing,taproom,11700 NE 54Th Ct,Vancouver,98686,Clark,45.70626635,-122.6172247,2015,0,0,https://untappd.com/BrotherAssBrewing,August,7.39
Brother Ass Brewing,taproom,11700 NE 54Th Ct,Vancouver,98686,Clark,45.70626635,-122.6172247,2015,0,0,https://untappd.com/BrotherAssBrewing,September,5.91
Brother Ass Brewing,taproom,11700 NE 54Th Ct,Vancouver,98686,Clark,45.70626635,-122.6172247,2015,0,0,https://untappd.com/BrotherAssBrewing,October,4.28
Brother Ass Brewing,taproom,11700 NE 54Th Ct,Vancouver,98686,Clark,45.70626635,-122.6172247,2015,0,0,https://untappd.com/BrotherAssBrewing,November,7.33
Brother Ass Brewing,taproom,11700 NE 54Th Ct,Vancouver,98686,Clark,45.70626635,-122.6172247,2015,0,0,https://untappd.com/BrotherAssBrewing,December,4.53
Brother Ass Brewing,taproom,11700 NE 54Th Ct,Vancouver,98686,Clark,45.70626635,-122.6172247,2015,0,0,https://untappd.com/BrotherAssBrewing,total_annual,73.13
Brothers Cascadia Brewing,taproom,9811 NE 15th Ave,Vancouver,98665,Clark,45.69223,-122.655954,2017,0,0,https://untappd.com/BrothersCascadia,January,98.21
Brothers Cascadia Brewing,taproom,9811 NE 15th Ave,Vancouver,98665,Clark,45.69223,-122.655954,2017,0,0,https://untappd.com/BrothersCascadia,February,127.43
Brothers Cascadia Brewing,taproom,9811 NE 15th Ave,Vancouver,98665,Clark,45.69223,-122.655954,2017,0,0,https://untappd.com/BrothersCascadia,March,115.64
Brothers Cascadia Brewing,taproom,9811 NE 15th Ave,Vancouver,98665,Clark,45.69223,-122.655954,2017,0,0,https://untappd.com/BrothersCascadia,April,
Brothers Cascadia Brewing,taproom,9811 NE 15th Ave,Vancouver,98665,Clark,45.69223,-122.655954,2017,0,0,https://untappd.com/BrothersCascadia,May,195.27
Brothers Cascadia Brewing,taproom,9811 NE 15th Ave,Vancouver,98665,Clark,45.69223,-122.655954,2017,0,0,https://untappd.com/BrothersCascadia,June,124.47
Brothers Cascadia Brewing,taproom,9811 NE 15th Ave,Vancouver,98665,Clark,45.69223,-122.655954,2017,0,0,https://untappd.com/BrothersCascadia,July,105.48
Brothers Cascadia Brewing,taproom,9811 NE 15th Ave,Vancouver,98665,Clark,45.69223,-122.655954,2017,0,0,https://untappd.com/BrothersCascadia,August,72.43
Brothers Cascadia Brewing,taproom,9811 NE 15th Ave,Vancouver,98665,Clark,45.69223,-122.655954,2017,0,0,https://untappd.com/BrothersCascadia,September,98.12
Brothers Cascadia Brewing,taproom,9811 NE 15th Ave,Vancouver,98665,Clark,45.69223,-122.655954,2017,0,0,https://untappd.com/BrothersCascadia,October,84.7
Brothers Cascadia Brewing,taproom,9811 NE 15th Ave,Vancouver,98665,Clark,45.69223,-122.655954,2017,0,0,https://untappd.com/BrothersCascadia,November,92.9
Brothers Cascadia Brewing,taproom,9811 NE 15th Ave,Vancouver,98665,Clark,45.69223,-122.655954,2017,0,0,https://untappd.com/BrothersCascadia,December,72.81
Brothers Cascadia Brewing,taproom,9811 NE 15th Ave,Vancouver,98665,Clark,45.69223,-122.655954,2017,0,0,https://untappd.com/BrothersCascadia,total_annual,1187.46
Bugu Brewing Company,taproom,14751 N Kelsey St Suite 107,Monroe,98272,Snohomish,47.8640911,-121.975192,2021,1,0,https://untappd.com/BuguBrewing,January,1.65
Bugu Brewing Company,taproom,14751 N Kelsey St Suite 107,Monroe,98272,Snohomish,47.8640911,-121.975192,2021,1,0,https://untappd.com/BuguBrewing,February,3.44
Bugu Brewing Company,taproom,14751 N Kelsey St Suite 107,Monroe,98272,Snohomish,47.8640911,-121.975192,2021,1,0,https://untappd.com/BuguBrewing,March,2.46
Bugu Brewing Company,taproom,14751 N Kelsey St Suite 107,Monroe,98272,Snohomish,47.8640911,-121.975192,2021,1,0,https://untappd.com/BuguBrewing,April,4.94
Bugu Brewing Company,taproom,14751 N Kelsey St Suite 107,Monroe,98272,Snohomish,47.8640911,-121.975192,2021,1,0,https://untappd.com/BuguBrewing,May,3.94
Bugu Brewing Company,taproom,14751 N Kelsey St Suite 107,Monroe,98272,Snohomish,47.8640911,-121.975192,2021,1,0,https://untappd.com/BuguBrewing,June,4.27
Bugu Brewing Company,taproom,14751 N Kelsey St Suite 107,Monroe,98272,Snohomish,47.8640911,-121.975192,2021,1,0,https://untappd.com/BuguBrewing,July,
Bugu Brewing Company,taproom,14751 N Kelsey St Suite 107,Monroe,98272,Snohomish,47.8640911,-121.975192,2021,1,0,https://untappd.com/BuguBrewing,August,11.49
Bugu Brewing Company,taproom,14751 N Kelsey St Suite 107,Monroe,98272,Snohomish,47.8640911,-121.975192,2021,1,0,https://untappd.com/BuguBrewing,September,4.29
Bugu Brewing Company,taproom,14751 N Kelsey St Suite 107,Monroe,98272,Snohomish,47.8640911,-121.975192,2021,1,0,https://untappd.com/BuguBrewing,October,4.05
Bugu Brewing Company,taproom,14751 N Kelsey St Suite 107,Monroe,98272,Snohomish,47.8640911,-121.975192,2021,1,0,https://untappd.com/BuguBrewing,November,4.06
Bugu Brewing Company,taproom,14751 N Kelsey St Suite 107,Monroe,98272,Snohomish,47.8640911,-121.975192,2021,1,0,https://untappd.com/BuguBrewing,December,5.7
Bugu Brewing Company,taproom,14751 N Kelsey St Suite 107,Monroe,98272,Snohomish,47.8640911,-121.975192,2021,1,0,https://untappd.com/BuguBrewing,total_annual,50.29
Burke-Gilman Brewing Company,taproom,3626 NE 45th St #102,Seattle,98105,King,47.6614658,-122.288056,2018,1,0,https://untappd.com/BurkeGilmanBrewingCompany,January,34.2
Burke-Gilman Brewing Company,taproom,3626 NE 45th St #102,Seattle,98105,King,47.6614658,-122.288056,2018,1,0,https://untappd.com/BurkeGilmanBrewingCompany,February,33.1
Burke-Gilman Brewing Company,taproom,3626 NE 45th St #102,Seattle,98105,King,47.6614658,-122.288056,2018,1,0,https://untappd.com/BurkeGilmanBrewingCompany,March,
Burke-Gilman Brewing Company,taproom,3626 NE 45th St #102,Seattle,98105,King,47.6614658,-122.288056,2018,1,0,https://untappd.com/BurkeGilmanBrewingCompany,April,277.84
Burke-Gilman Brewing Company,taproom,3626 NE 45th St #102,Seattle,98105,King,47.6614658,-122.288056,2018,1,0,https://untappd.com/BurkeGilmanBrewingCompany,May,28.7
Burke-Gilman Brewing Company,taproom,3626 NE 45th St #102,Seattle,98105,King,47.6614658,-122.288056,2018,1,0,https://untappd.com/BurkeGilmanBrewingCompany,June,
Burke-Gilman Brewing Company,taproom,3626 NE 45th St #102,Seattle,98105,King,47.6614658,-122.288056,2018,1,0,https://untappd.com/BurkeGilmanBrewingCompany,July,83.3
Burke-Gilman Brewing Company,taproom,3626 NE 45th St #102,Seattle,98105,King,47.6614658,-122.288056,2018,1,0,https://untappd.com/BurkeGilmanBrewingCompany,August,
Burke-Gilman Brewing Company,taproom,3626 NE 45th St #102,Seattle,98105,King,47.6614658,-122.288056,2018,1,0,https://untappd.com/BurkeGilmanBrewingCompany,September,51.5
Burke-Gilman Brewing Company,taproom,3626 NE 45th St #102,Seattle,98105,King,47.6614658,-122.288056,2018,1,0,https://untappd.com/BurkeGilmanBrewingCompany,October,57.4
Burke-Gilman Brewing Company,taproom,3626 NE 45th St #102,Seattle,98105,King,47.6614658,-122.288056,2018,1,0,https://untappd.com/BurkeGilmanBrewingCompany,November,
Burke-Gilman Brewing Company,taproom,3626 NE 45th St #102,Seattle,98105,King,47.6614658,-122.288056,2018,1,0,https://untappd.com/BurkeGilmanBrewingCompany,December,17.9
Burke-Gilman Brewing Company,taproom,3626 NE 45th St #102,Seattle,98105,King,47.6614658,-122.288056,2018,1,0,https://untappd.com/BurkeGilmanBrewingCompany,total_annual,583.9399999999999
Burwood Brewing Company,micro,1120 E St,Walla Walla,99362,Walla Walla,46.0933964,-118.2659,2014,1,0,https://untappd.com/BurwoodBrewingCompany,January,30.95
Burwood Brewing Company,micro,1120 E St,Walla Walla,99362,Walla Walla,46.0933964,-118.2659,2014,1,0,https://untappd.com/BurwoodBrewingCompany,February,38.49
Burwood Brewing Company,micro,1120 E St,Walla Walla,99362,Walla Walla,46.0933964,-118.2659,2014,1,0,https://untappd.com/BurwoodBrewingCompany,March,46.22
Burwood Brewing Company,micro,1120 E St,Walla Walla,99362,Walla Walla,46.0933964,-118.2659,2014,1,0,https://untappd.com/BurwoodBrewingCompany,April,44.54
Burwood Brewing Company,micro,1120 E St,Walla Walla,99362,Walla Walla,46.0933964,-118.2659,2014,1,0,https://untappd.com/BurwoodBrewingCompany,May,51.73
Burwood Brewing Company,micro,1120 E St,Walla Walla,99362,Walla Walla,46.0933964,-118.2659,2014,1,0,https://untappd.com/BurwoodBrewingCompany,June,72.16
Burwood Brewing Company,micro,1120 E St,Walla Walla,99362,Walla Walla,46.0933964,-118.2659,2014,1,0,https://untappd.com/BurwoodBrewingCompany,July,46.96
Burwood Brewing Company,micro,1120 E St,Walla Walla,99362,Walla Walla,46.0933964,-118.2659,2014,1,0,https://untappd.com/BurwoodBrewingCompany,August,49.02
Burwood Brewing Company,micro,1120 E St,Walla Walla,99362,Walla Walla,46.0933964,-118.2659,2014,1,0,https://untappd.com/BurwoodBrewingCompany,September,56.25
Burwood Brewing Company,micro,1120 E St,Walla Walla,99362,Walla Walla,46.0933964,-118.2659,2014,1,0,https://untappd.com/BurwoodBrewingCompany,October,36.3
Burwood Brewing Company,micro,1120 E St,Walla Walla,99362,Walla Walla,46.0933964,-118.2659,2014,1,0,https://untappd.com/BurwoodBrewingCompany,November,39.67
Burwood Brewing Company,micro,1120 E St,Walla Walla,99362,Walla Walla,46.0933964,-118.2659,2014,1,0,https://untappd.com/BurwoodBrewingCompany,December,34.09
Burwood Brewing Company,micro,1120 E St,Walla Walla,99362,Walla Walla,46.0933964,-118.2659,2014,1,0,https://untappd.com/BurwoodBrewingCompany,total_annual,546.3800000000001
Byron Street Brewery,taproom,3388 NW Byron Street Suite 101,Silverdale,98383,Kitsap,47.6447357,-122.6956894,2022,0,0,https://untappd.com/w/byron-street/529245,January,
Byron Street Brewery,taproom,3388 NW Byron Street Suite 101,Silverdale,98383,Kitsap,47.6447357,-122.6956894,2022,0,0,https://untappd.com/w/byron-street/529245,February,
Byron Street Brewery,taproom,3388 NW Byron Street Suite 101,Silverdale,98383,Kitsap,47.6447357,-122.6956894,2022,0,0,https://untappd.com/w/byron-street/529245,March,
Byron Street Brewery,taproom,3388 NW Byron Street Suite 101,Silverdale,98383,Kitsap,47.6447357,-122.6956894,2022,0,0,https://untappd.com/w/byron-street/529245,April,
Byron Street Brewery,taproom,3388 NW Byron Street Suite 101,Silverdale,98383,Kitsap,47.6447357,-122.6956894,2022,0,0,https://untappd.com/w/byron-street/529245,May,
Byron Street Brewery,taproom,3388 NW Byron Street Suite 101,Silverdale,98383,Kitsap,47.6447357,-122.6956894,2022,0,0,https://untappd.com/w/byron-street/529245,June,
Byron Street Brewery,taproom,3388 NW Byron Street Suite 101,Silverdale,98383,Kitsap,47.6447357,-122.6956894,2022,0,0,https://untappd.com/w/byron-street/529245,July,
Byron Street Brewery,taproom,3388 NW Byron Street Suite 101,Silverdale,98383,Kitsap,47.6447357,-122.6956894,2022,0,0,https://untappd.com/w/byron-street/529245,August,
Byron Street Brewery,taproom,3388 NW Byron Street Suite 101,Silverdale,98383,Kitsap,47.6447357,-122.6956894,2022,0,0,https://untappd.com/w/byron-street/529245,September,2.5
Byron Street Brewery,taproom,3388 NW Byron Street Suite 101,Silverdale,98383,Kitsap,47.6447357,-122.6956894,2022,0,0,https://untappd.com/w/byron-street/529245,October,5.5
Byron Street Brewery,taproom,3388 NW Byron Street Suite 101,Silverdale,98383,Kitsap,47.6447357,-122.6956894,2022,0,0,https://untappd.com/w/byron-street/529245,November,4.0
Byron Street Brewery,taproom,3388 NW Byron Street Suite 101,Silverdale,98383,Kitsap,47.6447357,-122.6956894,2022,0,0,https://untappd.com/w/byron-street/529245,December,2.5
Byron Street Brewery,taproom,3388 NW Byron Street Suite 101,Silverdale,98383,Kitsap,47.6447357,-122.6956894,2022,0,0,https://untappd.com/w/byron-street/529245,total_annual,14.5
Cairn Brewing,micro,7204 NE 175th St,Kenmore,98028,King,47.756734,-122.244177,2016,0,0,https://untappd.com/CairnBeer,January,26.0
Cairn Brewing,micro,7204 NE 175th St,Kenmore,98028,King,47.756734,-122.244177,2016,0,0,https://untappd.com/CairnBeer,February,10.5
Cairn Brewing,micro,7204 NE 175th St,Kenmore,98028,King,47.756734,-122.244177,2016,0,0,https://untappd.com/CairnBeer,March,43.5
Cairn Brewing,micro,7204 NE 175th St,Kenmore,98028,King,47.756734,-122.244177,2016,0,0,https://untappd.com/CairnBeer,April,28.5
Cairn Brewing,micro,7204 NE 175th St,Kenmore,98028,King,47.756734,-122.244177,2016,0,0,https://untappd.com/CairnBeer,May,43.5
Cairn Brewing,micro,7204 NE 175th St,Kenmore,98028,King,47.756734,-122.244177,2016,0,0,https://untappd.com/CairnBeer,June,31.0
Cairn Brewing,micro,7204 NE 175th St,Kenmore,98028,King,47.756734,-122.244177,2016,0,0,https://untappd.com/CairnBeer,July,33.0
Cairn Brewing,micro,7204 NE 175th St,Kenmore,98028,King,47.756734,-122.244177,2016,0,0,https://untappd.com/CairnBeer,August,38.0
Cairn Brewing,micro,7204 NE 175th St,Kenmore,98028,King,47.756734,-122.244177,2016,0,0,https://untappd.com/CairnBeer,September,36.0
Cairn Brewing,micro,7204 NE 175th St,Kenmore,98028,King,47.756734,-122.244177,2016,0,0,https://untappd.com/CairnBeer,October,34.0
Cairn Brewing,micro,7204 NE 175th St,Kenmore,98028,King,47.756734,-122.244177,2016,0,0,https://untappd.com/CairnBeer,November,31.5
Cairn Brewing,micro,7204 NE 175th St,Kenmore,98028,King,47.756734,-122.244177,2016,0,0,https://untappd.com/CairnBeer,December,12.5
Cairn Brewing,micro,7204 NE 175th St,Kenmore,98028,King,47.756734,-122.244177,2016,0,0,https://untappd.com/CairnBeer,total_annual,368.0
Camas Brewing Company,taproom,335 NE Cedar St,Camas,98607,Clark,45.58542289,-122.4038144,2021,0,1,https://untappd.com/CamasBrewingCo,January,
Camas Brewing Company,taproom,335 NE Cedar St,Camas,98607,Clark,45.58542289,-122.4038144,2021,0,1,https://untappd.com/CamasBrewingCo,February,
Camas Brewing Company,taproom,335 NE Cedar St,Camas,98607,Clark,45.58542289,-122.4038144,2021,0,1,https://untappd.com/CamasBrewingCo,March,18.0
Camas Brewing Company,taproom,335 NE Cedar St,Camas,98607,Clark,45.58542289,-122.4038144,2021,0,1,https://untappd.com/CamasBrewingCo,April,
Camas Brewing Company,taproom,335 NE Cedar St,Camas,98607,Clark,45.58542289,-122.4038144,2021,0,1,https://untappd.com/CamasBrewingCo,May,-1.25
Camas Brewing Company,taproom,335 NE Cedar St,Camas,98607,Clark,45.58542289,-122.4038144,2021,0,1,https://untappd.com/CamasBrewingCo,June,
Camas Brewing Company,taproom,335 NE Cedar St,Camas,98607,Clark,45.58542289,-122.4038144,2021,0,1,https://untappd.com/CamasBrewingCo,July,
Camas Brewing Company,taproom,335 NE Cedar St,Camas,98607,Clark,45.58542289,-122.4038144,2021,0,1,https://untappd.com/CamasBrewingCo,August,23.5
Camas Brewing Company,taproom,335 NE Cedar St,Camas,98607,Clark,45.58542289,-122.4038144,2021,0,1,https://untappd.com/CamasBrewingCo,September,8.75
Camas Brewing Company,taproom,335 NE Cedar St,Camas,98607,Clark,45.58542289,-122.4038144,2021,0,1,https://untappd.com/CamasBrewingCo,October,9.58
Camas Brewing Company,taproom,335 NE Cedar St,Camas,98607,Clark,45.58542289,-122.4038144,2021,0,1,https://untappd.com/CamasBrewingCo,November,
Camas Brewing Company,taproom,335 NE Cedar St,Camas,98607,Clark,45.58542289,-122.4038144,2021,0,1,https://untappd.com/CamasBrewingCo,December,
Camas Brewing Company,taproom,335 NE Cedar St,Camas,98607,Clark,45.58542289,-122.4038144,2021,0,1,https://untappd.com/CamasBrewingCo,total_annual,58.58
Camp Colvos Brewing,brewpub,17636 Vashon Hwy Sw,Vashon,98070,King,47.4464422,-122.4601578,2018,0,0,https://untappd.com/CampColvosBrewing,January,
Camp Colvos Brewing,brewpub,17636 Vashon Hwy Sw,Vashon,98070,King,47.4464422,-122.4601578,2018,0,0,https://untappd.com/CampColvosBrewing,February,55.8
Camp Colvos Brewing,brewpub,17636 Vashon Hwy Sw,Vashon,98070,King,47.4464422,-122.4601578,2018,0,0,https://untappd.com/CampColvosBrewing,March,32.6
Camp Colvos Brewing,brewpub,17636 Vashon Hwy Sw,Vashon,98070,King,47.4464422,-122.4601578,2018,0,0,https://untappd.com/CampColvosBrewing,April,37.9
Camp Colvos Brewing,brewpub,17636 Vashon Hwy Sw,Vashon,98070,King,47.4464422,-122.4601578,2018,0,0,https://untappd.com/CampColvosBrewing,May,41.9
Camp Colvos Brewing,brewpub,17636 Vashon Hwy Sw,Vashon,98070,King,47.4464422,-122.4601578,2018,0,0,https://untappd.com/CampColvosBrewing,June,
Camp Colvos Brewing,brewpub,17636 Vashon Hwy Sw,Vashon,98070,King,47.4464422,-122.4601578,2018,0,0,https://untappd.com/CampColvosBrewing,July,93.8
Camp Colvos Brewing,brewpub,17636 Vashon Hwy Sw,Vashon,98070,King,47.4464422,-122.4601578,2018,0,0,https://untappd.com/CampColvosBrewing,August,48.8
Camp Colvos Brewing,brewpub,17636 Vashon Hwy Sw,Vashon,98070,King,47.4464422,-122.4601578,2018,0,0,https://untappd.com/CampColvosBrewing,September,43.7
Camp Colvos Brewing,brewpub,17636 Vashon Hwy Sw,Vashon,98070,King,47.4464422,-122.4601578,2018,0,0,https://untappd.com/CampColvosBrewing,October,
Camp Colvos Brewing,brewpub,17636 Vashon Hwy Sw,Vashon,98070,King,47.4464422,-122.4601578,2018,0,0,https://untappd.com/CampColvosBrewing,November,66.4
Camp Colvos Brewing,brewpub,17636 Vashon Hwy Sw,Vashon,98070,King,47.4464422,-122.4601578,2018,0,0,https://untappd.com/CampColvosBrewing,December,29.9
Camp Colvos Brewing,brewpub,17636 Vashon Hwy Sw,Vashon,98070,King,47.4464422,-122.4601578,2018,0,0,https://untappd.com/CampColvosBrewing,total_annual,450.7999999999999
Cardinal Craft Brewing,brewpub,15579 Peterson Rd,Burlington,98233,Skagit,48.47251215,-122.4098098,2016,0,0,https://untappd.com/CardinalCraftBrewing,January,
Cardinal Craft Brewing,brewpub,15579 Peterson Rd,Burlington,98233,Skagit,48.47251215,-122.4098098,2016,0,0,https://untappd.com/CardinalCraftBrewing,February,13.0
Cardinal Craft Brewing,brewpub,15579 Peterson Rd,Burlington,98233,Skagit,48.47251215,-122.4098098,2016,0,0,https://untappd.com/CardinalCraftBrewing,March,
Cardinal Craft Brewing,brewpub,15579 Peterson Rd,Burlington,98233,Skagit,48.47251215,-122.4098098,2016,0,0,https://untappd.com/CardinalCraftBrewing,April,
Cardinal Craft Brewing,brewpub,15579 Peterson Rd,Burlington,98233,Skagit,48.47251215,-122.4098098,2016,0,0,https://untappd.com/CardinalCraftBrewing,May,
Cardinal Craft Brewing,brewpub,15579 Peterson Rd,Burlington,98233,Skagit,48.47251215,-122.4098098,2016,0,0,https://untappd.com/CardinalCraftBrewing,June,5.0
Cardinal Craft Brewing,brewpub,15579 Peterson Rd,Burlington,98233,Skagit,48.47251215,-122.4098098,2016,0,0,https://untappd.com/CardinalCraftBrewing,July,
Cardinal Craft Brewing,brewpub,15579 Peterson Rd,Burlington,98233,Skagit,48.47251215,-122.4098098,2016,0,0,https://untappd.com/CardinalCraftBrewing,August,
Cardinal Craft Brewing,brewpub,15579 Peterson Rd,Burlington,98233,Skagit,48.47251215,-122.4098098,2016,0,0,https://untappd.com/CardinalCraftBrewing,September,1.0
Cardinal Craft Brewing,brewpub,15579 Peterson Rd,Burlington,98233,Skagit,48.47251215,-122.4098098,2016,0,0,https://untappd.com/CardinalCraftBrewing,October,1.0
Cardinal Craft Brewing,brewpub,15579 Peterson Rd,Burlington,98233,Skagit,48.47251215,-122.4098098,2016,0,0,https://untappd.com/CardinalCraftBrewing,November,6.0
Cardinal Craft Brewing,brewpub,15579 Peterson Rd,Burlington,98233,Skagit,48.47251215,-122.4098098,2016,0,0,https://untappd.com/CardinalCraftBrewing,December,
Cardinal Craft Brewing,brewpub,15579 Peterson Rd,Burlington,98233,Skagit,48.47251215,-122.4098098,2016,0,0,https://untappd.com/CardinalCraftBrewing,total_annual,26.0
Chainline Brewing Company,brewpub,500 Uptown Court Suite 210,Kirkland,98033,King,47.678357,-122.198164,2015,1,0,https://untappd.com/ChainlineBrewingCompany,January,66.74
Chainline Brewing Company,brewpub,500 Uptown Court Suite 210,Kirkland,98033,King,47.678357,-122.198164,2015,1,0,https://untappd.com/ChainlineBrewingCompany,February,123.38
Chainline Brewing Company,brewpub,500 Uptown Court Suite 210,Kirkland,98033,King,47.678357,-122.198164,2015,1,0,https://untappd.com/ChainlineBrewingCompany,March,126.59
Chainline Brewing Company,brewpub,500 Uptown Court Suite 210,Kirkland,98033,King,47.678357,-122.198164,2015,1,0,https://untappd.com/ChainlineBrewingCompany,April,139.59
Chainline Brewing Company,brewpub,500 Uptown Court Suite 210,Kirkland,98033,King,47.678357,-122.198164,2015,1,0,https://untappd.com/ChainlineBrewingCompany,May,-0.29
Chainline Brewing Company,brewpub,500 Uptown Court Suite 210,Kirkland,98033,King,47.678357,-122.198164,2015,1,0,https://untappd.com/ChainlineBrewingCompany,June,262.77
Chainline Brewing Company,brewpub,500 Uptown Court Suite 210,Kirkland,98033,King,47.678357,-122.198164,2015,1,0,https://untappd.com/ChainlineBrewingCompany,July,136.94
Chainline Brewing Company,brewpub,500 Uptown Court Suite 210,Kirkland,98033,King,47.678357,-122.198164,2015,1,0,https://untappd.com/ChainlineBrewingCompany,August,179.1
Chainline Brewing Company,brewpub,500 Uptown Court Suite 210,Kirkland,98033,King,47.678357,-122.198164,2015,1,0,https://untappd.com/ChainlineBrewingCompany,September,161.48
Chainline Brewing Company,brewpub,500 Uptown Court Suite 210,Kirkland,98033,King,47.678357,-122.198164,2015,1,0,https://untappd.com/ChainlineBrewingCompany,October,88.73
Chainline Brewing Company,brewpub,500 Uptown Court Suite 210,Kirkland,98033,King,47.678357,-122.198164,2015,1,0,https://untappd.com/ChainlineBrewingCompany,November,95.47
Chainline Brewing Company,brewpub,500 Uptown Court Suite 210,Kirkland,98033,King,47.678357,-122.198164,2015,1,0,https://untappd.com/ChainlineBrewingCompany,December,84.98
Chainline Brewing Company,brewpub,500 Uptown Court Suite 210,Kirkland,98033,King,47.678357,-122.198164,2015,1,0,https://untappd.com/ChainlineBrewingCompany,total_annual,1465.48
Chaos Bay Brewing Company,brewpub,1100 Perry Ave,Bremerton,98310,Kitsap,47.5703729,-122.6136835,2021,0,0,https://untappd.com/DerBlokkenBrewery,January,
Chaos Bay Brewing Company,brewpub,1100 Perry Ave,Bremerton,98310,Kitsap,47.5703729,-122.6136835,2021,0,0,https://untappd.com/DerBlokkenBrewery,February,
Chaos Bay Brewing Company,brewpub,1100 Perry Ave,Bremerton,98310,Kitsap,47.5703729,-122.6136835,2021,0,0,https://untappd.com/DerBlokkenBrewery,March,
Chaos Bay Brewing Company,brewpub,1100 Perry Ave,Bremerton,98310,Kitsap,47.5703729,-122.6136835,2021,0,0,https://untappd.com/DerBlokkenBrewery,April,
Chaos Bay Brewing Company,brewpub,1100 Perry Ave,Bremerton,98310,Kitsap,47.5703729,-122.6136835,2021,0,0,https://untappd.com/DerBlokkenBrewery,May,
Chaos Bay Brewing Company,brewpub,1100 Perry Ave,Bremerton,98310,Kitsap,47.5703729,-122.6136835,2021,0,0,https://untappd.com/DerBlokkenBrewery,June,
Chaos Bay Brewing Company,brewpub,1100 Perry Ave,Bremerton,98310,Kitsap,47.5703729,-122.6136835,2021,0,0,https://untappd.com/DerBlokkenBrewery,July,
Chaos Bay Brewing Company,brewpub,1100 Perry Ave,Bremerton,98310,Kitsap,47.5703729,-122.6136835,2021,0,0,https://untappd.com/DerBlokkenBrewery,August,
Chaos Bay Brewing Company,brewpub,1100 Perry Ave,Bremerton,98310,Kitsap,47.5703729,-122.6136835,2021,0,0,https://untappd.com/DerBlokkenBrewery,September,
Chaos Bay Brewing Company,brewpub,1100 Perry Ave,Bremerton,98310,Kitsap,47.5703729,-122.6136835,2021,0,0,https://untappd.com/DerBlokkenBrewery,October,7.0
Chaos Bay Brewing Company,brewpub,1100 Perry Ave,Bremerton,98310,Kitsap,47.5703729,-122.6136835,2021,0,0,https://untappd.com/DerBlokkenBrewery,November,5.0
Chaos Bay Brewing Company,brewpub,1100 Perry Ave,Bremerton,98310,Kitsap,47.5703729,-122.6136835,2021,0,0,https://untappd.com/DerBlokkenBrewery,December,4.0
Chaos Bay Brewing Company,brewpub,1100 Perry Ave,Bremerton,98310,Kitsap,47.5703729,-122.6136835,2021,0,0,https://untappd.com/DerBlokkenBrewery,total_annual,16.0
