brewery,brewery_type,address,city,zipcode,county,latitude,longitude,year_established,guild_member,closed_since_2022,untappd_profile_link,leg_district,month,production,interpolated
Barrel Mountain Brewing,brewpub,607 E Main St,Battle Ground,98604,Clark,45.78085889,-122.5309307,2016,0,0,https://untappd.com/BarrelMountainBrewing,18,May,191.01,0
Barrel Mountain Brewing,brewpub,607 E Main St,Battle Ground,98604,Clark,45.78085889,-122.5309307,2016,0,0,https://untappd.com/BarrelMountainBrewing,18,June,183.67,0
Barrel Mountain Brewing,brewpub,607 E Main St,Battle Ground,98604,Clark,45.78085889,-122.5309307,2016,0,0,https://untappd.com/BarrelMountainBrewing,18,July,143.91,0
Barrel Mountain Brewing,brewpub,607 E Main St,Battle Ground,98604,Clark,45.78085889,-122.5309307,2016,0,0,https://untappd.com/BarrelMountainBrewing,18,August,209.85,0
Barrel Mountain Brewing,brewpub,607 E Main St,Battle Ground,98604,Clark,45.78085889,-122.5309307,2016,0,0,https://untappd.com/BarrelMountainBrewing,18,September,156.76,0
Barrel Mountain Brewing,brewpub,607 E Main St,Battle Ground,98604,Clark,45.78085889,-122.5309307,2016,0,0,https://untappd.com/BarrelMountainBrewing,18,October,150.98,0
Barrel Mountain Brewing,brewpub,607 E Main St,Battle Ground,98604,Clark,45.78085889,-122.5309307,2016,0,0,https://untappd.com/BarrelMountainBrewing,18,November,152.74,0
Barrel Mountain Brewing,brewpub,607 E Main St,Battle Ground,98604,Clark,45.78085889,-122.5309307,2016,0,0,https://untappd.com/BarrelMountainBrewing,18,December,121.47,0
Barrel Mountain Brewing,brewpub,607 E Main St,Battle Ground,98604,Clark,45.78085889,-122.5309307,2016,0,0,https://untappd.com/BarrelMountainBrewing,18,total_annual,1849.23,0
Bastion Brewing Company,taproom,12529 Christianson Rd,Anacortes,98221,Skagit,48.4617823,-122.5706139,2016,0,0,https://untappd.com/BastionBrewingCompany,40,January,,0
Bastion Brewing Company,taproom,12529 Christianson Rd,Anacortes,98221,Skagit,48.4617823,-122.5706139,2016,0,0,https://untappd.com/BastionBrewingCompany,40,February,,0
Bastion Brewing Company,taproom,12529 Christianson Rd,Anacortes,98221,Skagit,48.4617823,-122.5706139,2016,0,0,https://untappd.com/BastionBrewingCompany,40,March,,0
Bastion Brewing Company,taproom,12529 Christianson Rd,Anacortes,98221,Skagit,48.4617823,-122.5706139,2016,0,0,https://untappd.com/BastionBrewingCompany,40,April,,0
Bastion Brewing Company,taproom,12529 Christianson Rd,Anacortes,98221,Skagit,48.4617823,-122.5706139,2016,0,0,https://untappd.com/BastionBrewingCompany,40,May,,0
Bastion Brewing Company,taproom,12529 Christianson Rd,Anacortes,98221,Skagit,48.4617823,-122.5706139,2016,0,0,https://untappd.com/BastionBrewingCompany,40,June,,0
Bastion Brewing Company,taproom,12529 Christianson Rd,Anacortes,98221,Skagit,48.4617823,-122.5706139,2016,0,0,https://untappd.com/BastionBrewingCompany,40,July,113.55,0
Bastion Brewing Company,taproom,12529 Christianson Rd,Anacortes,98221,Skagit,48.4617823,-122.5706139,2016,0,0,https://untappd.com/BastionBrewingCompany,40,August,85.4,0
Bastion Brewing Company,taproom,12529 Christianson Rd,Anacortes,98221,Skagit,48.4617823,-122.5706139,2016,0,0,https://untappd.com/BastionBrewingCompany,40,September,,0
Bastion Brewing Company,taproom,12529 Christianson Rd,Anacortes,98221,Skagit,48.4617823,-122.5706139,2016,0,0,https://untappd.com/BastionBrewingCompany,40,October,51.4,0
Bastion Brewing Company,taproom,12529 Christianson Rd,Anacortes,98221,Skagit,48.4617823,-122.5706139,2016,0,0,https://untappd.com/BastionBrewingCompany,40,November,,0
Bastion Brewing Company,taproom,12529 Christianson Rd,Anacortes,98221,Skagit,48.4617823,-122.5706139,2016,0,0,https://untappd.com/BastionBrewingCompany,40,December,57.3,0
Bastion Brewing Company,taproom,12529 Christianson Rd,Anacortes,98221,Skagit,48.4617823,-122.5706139,2016,0,0,https://untappd.com/BastionBrewingCompany,40,total_annual,,0
Beach Cat Brewing,brewpub,7876 Birch Bay Dr #101,Blaine,98230,Whatcom,48.92825894,-122.7382271,2021,1,0,https://untappd.com/w/beach-cat-brewing/461545,42,January,21.0,1
Beach Cat Brewing,brewpub,7876 Birch Bay Dr #101,Blaine,98230,Whatcom,48.92825894,-122.7382271,2021,1,0,https://untappd.com/w/beach-cat-brewing/461545,42,February,21.0,0
Beach Cat Brewing,brewpub,7876 Birch Bay Dr #101,Blaine,98230,Whatcom,48.92825894,-122.7382271,2021,1,0,https://untappd.com/w/beach-cat-brewing/461545,42,March,16.0,0
Beach Cat Brewing,brewpub,7876 Birch Bay Dr #101,Blaine,98230,Whatcom,48.92825894,-122.7382271,2021,1,0,https://untappd.com/w/beach-cat-brewing/461545,42,April,18.0,0
Beach Cat Brewing,brewpub,7876 Birch Bay Dr #101,Blaine,98230,Whatcom,48.92825894,-122.7382271,2021,1,0,https://untappd.com/w/beach-cat-brewing/461545,42,May,46.5,0
Beach Cat Brewing,brewpub,7876 Birch Bay Dr #101,Blaine,98230,Whatcom,48.92825894,-122.7382271,2021,1,0,https://untappd.com/w/beach-cat-brewing/461545,42,June,49.5,1
Beach Cat Brewing,brewpub,7876 Birch Bay Dr #101,Blaine,98230,Whatcom,48.92825894,-122.7382271,2021,1,0,https://untappd.com/w/beach-cat-brewing/461545,42,July,52.5,0
Beach Cat Brewing,brewpub,7876 Birch Bay Dr #101,Blaine,98230,Whatcom,48.92825894,-122.7382271,2021,1,0,https://untappd.com/w/beach-cat-brewing/461545,42,August,61.75,1
Beach Cat Brewing,brewpub,7876 Birch Bay Dr #101,Blaine,98230,Whatcom,48.92825894,-122.7382271,2021,1,0,https://untappd.com/w/beach-cat-brewing/461545,42,September,71.0,0
Beach Cat Brewing,brewpub,7876 Birch Bay Dr #101,Blaine,98230,Whatcom,48.92825894,-122.7382271,2021,1,0,https://untappd.com/w/beach-cat-brewing/461545,42,October,18.0,0
Beach Cat Brewing,brewpub,7876 Birch Bay Dr #101,Blaine,98230,Whatcom,48.92825894,-122.7382271,2021,1,0,https://untappd.com/w/beach-cat-brewing/461545,42,November,23.0,0
Beach Cat Brewing,brewpub,7876 Birch Bay Dr #101,Blaine,98230,Whatcom,48.92825894,-122.7382271,2021,1,0,https://untappd.com/w/beach-cat-brewing/461545,42,December,13.5,0
Beach Cat Brewing,brewpub,7876 Birch Bay Dr #101,Blaine,98230,Whatcom,48.92825894,-122.7382271,2021,1,0,https://untappd.com/w/beach-cat-brewing/461545,42,total_annual,411.75,0
Beardslee Public House,brewpub,19116 112th Ave Ne,Bothell,98011,Snohomish,47.7662638,-122.191975,2015,1,0,https://untappd.com/w/beardslee-public-house/159258,1,January,32.5,0
Beardslee Public House,brewpub,19116 112th Ave Ne,Bothell,98011,Snohomish,47.7662638,-122.191975,2015,1,0,https://untappd.com/w/beardslee-public-house/159258,1,February,37.0,0
Beardslee Public House,brewpub,19116 112th Ave Ne,Bothell,98011,Snohomish,47.7662638,-122.191975,2015,1,0,https://untappd.com/w/beardslee-public-house/159258,1,March,52.0,0
Beardslee Public House,brewpub,19116 112th Ave Ne,Bothell,98011,Snohomish,47.7662638,-122.191975,2015,1,0,https://untappd.com/w/beardslee-public-house/159258,1,April,27.5,0
Beardslee Public House,brewpub,19116 112th Ave Ne,Bothell,98011,Snohomish,47.7662638,-122.191975,2015,1,0,https://untappd.com/w/beardslee-public-house/159258,1,May,55.5,0
Beardslee Public House,brewpub,19116 112th Ave Ne,Bothell,98011,Snohomish,47.7662638,-122.191975,2015,1,0,https://untappd.com/w/beardslee-public-house/159258,1,June,39.5,0
Beardslee Public House,brewpub,19116 112th Ave Ne,Bothell,98011,Snohomish,47.7662638,-122.191975,2015,1,0,https://untappd.com/w/beardslee-public-house/159258,1,July,50.0,0
Beardslee Public House,brewpub,19116 112th Ave Ne,Bothell,98011,Snohomish,47.7662638,-122.191975,2015,1,0,https://untappd.com/w/beardslee-public-house/159258,1,August,57.5,0
Beardslee Public House,brewpub,19116 112th Ave Ne,Bothell,98011,Snohomish,47.7662638,-122.191975,2015,1,0,https://untappd.com/w/beardslee-public-house/159258,1,September,44.5,0
Beardslee Public House,brewpub,19116 112th Ave Ne,Bothell,98011,Snohomish,47.7662638,-122.191975,2015,1,0,https://untappd.com/w/beardslee-public-house/159258,1,October,30.0,0
Beardslee Public House,brewpub,19116 112th Ave Ne,Bothell,98011,Snohomish,47.7662638,-122.191975,2015,1,0,https://untappd.com/w/beardslee-public-house/159258,1,November,29.5,0
Beardslee Public House,brewpub,19116 112th Ave Ne,Bothell,98011,Snohomish,47.7662638,-122.191975,2015,1,0,https://untappd.com/w/beardslee-public-house/159258,1,December,53.0,0
Beardslee Public House,brewpub,19116 112th Ave Ne,Bothell,98011,Snohomish,47.7662638,-122.191975,2015,1,0,https://untappd.com/w/beardslee-public-house/159258,1,total_annual,508.5,0
Bellevue Brewing Company,taproom,1820 130th Avenue NE Suite 2,Bellevue,98005,King,47.62658291,-122.1669286,2011,1,0,https://untappd.com/bellevuebrewingcompany,48,January,40.89,0
Bellevue Brewing Company,taproom,1820 130th Avenue NE Suite 2,Bellevue,98005,King,47.62658291,-122.1669286,2011,1,0,https://untappd.com/bellevuebrewingcompany,48,February,57.15,0
Bellevue Brewing Company,taproom,1820 130th Avenue NE Suite 2,Bellevue,98005,King,47.62658291,-122.1669286,2011,1,0,https://untappd.com/bellevuebrewingcompany,48,March,69.68,0
Bellevue Brewing Company,taproom,1820 130th Avenue NE Suite 2,Bellevue,98005,King,47.62658291,-122.1669286,2011,1,0,https://untappd.com/bellevuebrewingcompany,48,April,73.89,0
Bellevue Brewing Company,taproom,1820 130th Avenue NE Suite 2,Bellevue,98005,King,47.62658291,-122.1669286,2011,1,0,https://untappd.com/bellevuebrewingcompany,48,May,65.29,0
Bellevue Brewing Company,taproom,1820 130th Avenue NE Suite 2,Bellevue,98005,King,47.62658291,-122.1669286,2011,1,0,https://untappd.com/bellevuebrewingcompany,48,June,60.8,0
Bellevue Brewing Company,taproom,1820 130th Avenue NE Suite 2,Bellevue,98005,King,47.62658291,-122.1669286,2011,1,0,https://untappd.com/bellevuebrewingcompany,48,July,114.79,0
Bellevue Brewing Company,taproom,1820 130th Avenue NE Suite 2,Bellevue,98005,King,47.62658291,-122.1669286,2011,1,0,https://untappd.com/bellevuebrewingcompany,48,August,69.48,0
Bellevue Brewing Company,taproom,1820 130th Avenue NE Suite 2,Bellevue,98005,King,47.62658291,-122.1669286,2011,1,0,https://untappd.com/bellevuebrewingcompany,48,September,123.56,0
Bellevue Brewing Company,taproom,1820 130th Avenue NE Suite 2,Bellevue,98005,King,47.62658291,-122.1669286,2011,1,0,https://untappd.com/bellevuebrewingcompany,48,October,88.04,0
Bellevue Brewing Company,taproom,1820 130th Avenue NE Suite 2,Bellevue,98005,King,47.62658291,-122.1669286,2011,1,0,https://untappd.com/bellevuebrewingcompany,48,November,94.34,0
Bellevue Brewing Company,taproom,1820 130th Avenue NE Suite 2,Bellevue,98005,King,47.62658291,-122.1669286,2011,1,0,https://untappd.com/bellevuebrewingcompany,48,December,120.66,0
Bellevue Brewing Company,taproom,1820 130th Avenue NE Suite 2,Bellevue,98005,King,47.62658291,-122.1669286,2011,1,0,https://untappd.com/bellevuebrewingcompany,48,total_annual,978.57,0
Bellwether Brewing Company,brewpub,2019 N Monroe Street,Spokane,99205,Spokane,47.67599738,-117.4267963,2016,0,0,https://untappd.com/BellwetherBrewingCompany,3,January,7.0,0
Bellwether Brewing Company,brewpub,2019 N Monroe Street,Spokane,99205,Spokane,47.67599738,-117.4267963,2016,0,0,https://untappd.com/BellwetherBrewingCompany,3,February,23.66,0
Bellwether Brewing Company,brewpub,2019 N Monroe Street,Spokane,99205,Spokane,47.67599738,-117.4267963,2016,0,0,https://untappd.com/BellwetherBrewingCompany,3,March,12.33,0
Bellwether Brewing Company,brewpub,2019 N Monroe Street,Spokane,99205,Spokane,47.67599738,-117.4267963,2016,0,0,https://untappd.com/BellwetherBrewingCompany,3,April,13.16,0
Bellwether Brewing Company,brewpub,2019 N Monroe Street,Spokane,99205,Spokane,47.67599738,-117.4267963,2016,0,0,https://untappd.com/BellwetherBrewingCompany,3,May,19.67,0
Bellwether Brewing Company,brewpub,2019 N Monroe Street,Spokane,99205,Spokane,47.67599738,-117.4267963,2016,0,0,https://untappd.com/BellwetherBrewingCompany,3,June,22.66,0
Bellwether Brewing Company,brewpub,2019 N Monroe Street,Spokane,99205,Spokane,47.67599738,-117.4267963,2016,0,0,https://untappd.com/BellwetherBrewingCompany,3,July,14.67,0
Bellwether Brewing Company,brewpub,2019 N Monroe Street,Spokane,99205,Spokane,47.67599738,-117.4267963,2016,0,0,https://untappd.com/BellwetherBrewingCompany,3,August,11.83,0
Bellwether Brewing Company,brewpub,2019 N Monroe Street,Spokane,99205,Spokane,47.67599738,-117.4267963,2016,0,0,https://untappd.com/BellwetherBrewingCompany,3,September,21.84,0
Bellwether Brewing Company,brewpub,2019 N Monroe Street,Spokane,99205,Spokane,47.67599738,-117.4267963,2016,0,0,https://untappd.com/BellwetherBrewingCompany,3,October,19.16,0
Bellwether Brewing Company,brewpub,2019 N Monroe Street,Spokane,99205,Spokane,47.67599738,-117.4267963,2016,0,0,https://untappd.com/BellwetherBrewingCompany,3,November,20.0,0
Bellwether Brewing Company,brewpub,2019 N Monroe Street,Spokane,99205,Spokane,47.67599738,-117.4267963,2016,0,0,https://untappd.com/BellwetherBrewingCompany,3,December,16.16,0
Bellwether Brewing Company,brewpub,2019 N Monroe Street,Spokane,99205,Spokane,47.67599738,-117.4267963,2016,0,0,https://untappd.com/BellwetherBrewingCompany,3,total_annual,202.14,0
Bennidito's Brewpub,taproom,1909 E Sprague,Spokane,99202,Spokane,47.657375,-117.382272,2016,0,0,https://untappd.com/w/bennidito-s-brew-pub/212553,3,January,37.01,0
Bennidito's Brewpub,taproom,1909 E Sprague,Spokane,99202,Spokane,47.657375,-117.382272,2016,0,0,https://untappd.com/w/bennidito-s-brew-pub/212553,3,February,19.89,0
Bennidito's Brewpub,taproom,1909 E Sprague,Spokane,99202,Spokane,47.657375,-117.382272,2016,0,0,https://untappd.com/w/bennidito-s-brew-pub/212553,3,March,36.38,0
Bennidito's Brewpub,taproom,1909 E Sprague,Spokane,99202,Spokane,47.657375,-117.382272,2016,0,0,https://untappd.com/w/bennidito-s-brew-pub/212553,3,April,35.0,0
Bennidito's Brewpub,taproom,1909 E Sprague,Spokane,99202,Spokane,47.657375,-117.382272,2016,0,0,https://untappd.com/w/bennidito-s-brew-pub/212553,3,May,44.0,0
Bennidito's Brewpub,taproom,1909 E Sprague,Spokane,99202,Spokane,47.657375,-117.382272,2016,0,0,https://untappd.com/w/bennidito-s-brew-pub/212553,3,June,37.16,0
Bennidito's Brewpub,taproom,1909 E Sprague,Spokane,99202,Spokane,47.657375,-117.382272,2016,0,0,https://untappd.com/w/bennidito-s-brew-pub/212553,3,July,14.66,0
Bennidito's Brewpub,taproom,1909 E Sprague,Spokane,99202,Spokane,47.657375,-117.382272,2016,0,0,https://untappd.com/w/bennidito-s-brew-pub/212553,3,August,43.76,1
Bennidito's Brewpub,taproom,1909 E Sprague,Spokane,99202,Spokane,47.657375,-117.382272,2016,0,0,https://untappd.com/w/bennidito-s-brew-pub/212553,3,September,72.86,0
Bennidito's Brewpub,taproom,1909 E Sprague,Spokane,99202,Spokane,47.657375,-117.382272,2016,0,0,https://untappd.com/w/bennidito-s-brew-pub/212553,3,October,45.76,0
Bennidito's Brewpub,taproom,1909 E Sprague,Spokane,99202,Spokane,47.657375,-117.382272,2016,0,0,https://untappd.com/w/bennidito-s-brew-pub/212553,3,November,38.57,1
Bennidito's Brewpub,taproom,1909 E Sprague,Spokane,99202,Spokane,47.657375,-117.382272,2016,0,0,https://untappd.com/w/bennidito-s-brew-pub/212553,3,December,31.38,0
Bennidito's Brewpub,taproom,1909 E Sprague,Spokane,99202,Spokane,47.657375,-117.382272,2016,0,0,https://untappd.com/w/bennidito-s-brew-pub/212553,3,total_annual,456.43,0
Bent Bine Brewing Company,taproom,23297 State Route 3,Belfair,98528,Mason,47.444987,-122.832246,2017,0,0,https://untappd.com/BentBineBrewCo,35,January,39.3,1
Bent Bine Brewing Company,taproom,23297 State Route 3,Belfair,98528,Mason,47.444987,-122.832246,2017,0,0,https://untappd.com/BentBineBrewCo,35,February,39.3,0
Bent Bine Brewing Company,taproom,23297 State Route 3,Belfair,98528,Mason,47.444987,-122.832246,2017,0,0,https://untappd.com/BentBineBrewCo,35,March,24.4,1
Bent Bine Brewing Company,taproom,23297 State Route 3,Belfair,98528,Mason,47.444987,-122.832246,2017,0,0,https://untappd.com/BentBineBrewCo,35,April,9.5,0
Bent Bine Brewing Company,taproom,23297 State Route 3,Belfair,98528,Mason,47.444987,-122.832246,2017,0,0,https://untappd.com/BentBineBrewCo,35,May,10.71,1
Bent Bine Brewing Company,taproom,23297 State Route 3,Belfair,98528,Mason,47.444987,-122.832246,2017,0,0,https://untappd.com/BentBineBrewCo,35,June,11.92,0
Bent Bine Brewing Company,taproom,23297 State Route 3,Belfair,98528,Mason,47.444987,-122.832246,2017,0,0,https://untappd.com/BentBineBrewCo,35,July,31.76,1
Bent Bine Brewing Company,taproom,23297 State Route 3,Belfair,98528,Mason,47.444987,-122.832246,2017,0,0,https://untappd.com/BentBineBrewCo,35,August,51.6,0
Bent Bine Brewing Company,taproom,23297 State Route 3,Belfair,98528,Mason,47.444987,-122.832246,2017,0,0,https://untappd.com/BentBineBrewCo,35,September,42.67,1
Bent Bine Brewing Company,taproom,23297 State Route 3,Belfair,98528,Mason,47.444987,-122.832246,2017,0,0,https://untappd.com/BentBineBrewCo,35,October,33.73,1
Bent Bine Brewing Company,taproom,23297 State Route 3,Belfair,98528,Mason,47.444987,-122.832246,2017,0,0,https://untappd.com/BentBineBrewCo,35,November,24.8,0
Bent Bine Brewing Company,taproom,23297 State Route 3,Belfair,98528,Mason,47.444987,-122.832246,2017,0,0,https://untappd.com/BentBineBrewCo,35,December,24.8,1
Bent Bine Brewing Company,taproom,23297 State Route 3,Belfair,98528,Mason,47.444987,-122.832246,2017,0,0,https://untappd.com/BentBineBrewCo,35,total_annual,344.49,0
Berchmans Brewing Company,nano,25 North Front Street,Yakima,98901,Yakima,46.602834,-120.507761,2014,0,1,https://untappd.com/BerchmansBrewingCompany,15,January,,0
Berchmans Brewing Company,nano,25 North Front Street,Yakima,98901,Yakima,46.602834,-120.507761,2014,0,1,https://untappd.com/BerchmansBrewingCompany,15,February,,0
Berchmans Brewing Company,nano,25 North Front Street,Yakima,98901,Yakima,46.602834,-120.507761,2014,0,1,https://untappd.com/BerchmansBrewingCompany,15,March,1.0,0
Berchmans Brewing Company,nano,25 North Front Street,Yakima,98901,Yakima,46.602834,-120.507761,2014,0,1,https://untappd.com/BerchmansBrewingCompany,15,April,,0
Berchmans Brewing Company,nano,25 North Front Street,Yakima,98901,Yakima,46.602834,-120.507761,2014,0,1,https://untappd.com/BerchmansBrewingCompany,15,May,,0
Berchmans Brewing Company,nano,25 North Front Street,Yakima,98901,Yakima,46.602834,-120.507761,2014,0,1,https://untappd.com/BerchmansBrewingCompany,15,June,,0
Berchmans Brewing Company,nano,25 North Front Street,Yakima,98901,Yakima,46.602834,-120.507761,2014,0,1,https://untappd.com/BerchmansBrewingCompany,15,July,,0
Berchmans Brewing Company,nano,25 North Front Street,Yakima,98901,Yakima,46.602834,-120.507761,2014,0,1,https://untappd.com/BerchmansBrewingCompany,15,August,,0
Berchmans Brewing Company,nano,25 North Front Street,Yakima,98901,Yakima,46.602834,-120.507761,2014,0,1,https://untappd.com/BerchmansBrewingCompany,15,September,,0
Berchmans Brewing Company,nano,25 North Front Street,Yakima,98901,Yakima,46.602834,-120.507761,2014,0,1,https://untappd.com/BerchmansBrewingCompany,15,October,1.0,0
Berchmans Brewing Company,nano,25 North Front Street,Yakima,98901,Yakima,46.602834,-120.507761,2014,0,1,https://untappd.com/BerchmansBrewingCompany,15,November,1.0,0
Berchmans Brewing Company,nano,25 North Front Street,Yakima,98901,Yakima,46.602834,-120.507761,2014,0,1,https://untappd.com/BerchmansBrewingCompany,15,December,,0
Berchmans Brewing Company,nano,25 North Front Street,Yakima,98901,Yakima,46.602834,-120.507761,2014,0,1,https://untappd.com/BerchmansBrewingCompany,15,total_annual,,0
Best of Hands Barrelhouse,brewpub,7500 35th Ave SW,Seattle,98126,King,47.535,-122.376,2019,0,0,https://untappd.com/BestOfHands,34,January,15.25,0
Best of Hands Barrelhouse,brewpub,7500 35th Ave SW,Seattle,98126,King,47.535,-122.376,2019,0,0,https://untappd.com/BestOfHands,34,February,10.25,0
Best of Hands Barrelhouse,brewpub,7500 35th Ave SW,Seattle,98126,King,47.535,-122.376,2019,0,0,https://untappd.com/BestOfHands,34,March,17.57,0
Best of Hands Barrelhouse,brewpub,7500 35th Ave SW,Seattle,98126,King,47.535,-122.376,2019,0,0,https://untappd.com/BestOfHands,34,April,18.89,0
Best of Hands Barrelhouse,brewpub,7500 35th Ave SW,Seattle,98126,King,47.535,-122.376,2019,0,0,https://untappd.com/BestOfHands,34,May,13.31,0
Best of Hands Barrelhouse,brewpub,7500 35th Ave SW,Seattle,98126,King,47.535,-122.376,2019,0,0,https://untappd.com/BestOfHands,34,June,18.28,0
Best of Hands Barrelhouse,brewpub,7500 35th Ave SW,Seattle,98126,King,47.535,-122.376,2019,0,0,https://untappd.com/BestOfHands,34,July,29.88,0
Best of Hands Barrelhouse,brewpub,7500 35th Ave SW,Seattle,98126,King,47.535,-122.376,2019,0,0,https://untappd.com/BestOfHands,34,August,10.26,0
Best of Hands Barrelhouse,brewpub,7500 35th Ave SW,Seattle,98126,King,47.535,-122.376,2019,0,0,https://untappd.com/BestOfHands,34,September,23.33,0
Best of Hands Barrelhouse,brewpub,7500 35th Ave SW,Seattle,98126,King,47.535,-122.376,2019,0,0,https://untappd.com/BestOfHands,34,October,16.92,0
Best of Hands Barrelhouse,brewpub,7500 35th Ave SW,Seattle,98126,King,47.535,-122.376,2019,0,0,https://untappd.com/BestOfHands,34,November,15.16,0
Best of Hands Barrelhouse,brewpub,7500 35th Ave SW,Seattle,98126,King,47.535,-122.376,2019,0,0,https://untappd.com/BestOfHands,34,December,15.16,1
Best of Hands Barrelhouse,brewpub,7500 35th Ave SW,Seattle,98126,King,47.535,-122.376,2019,0,0,https://untappd.com/BestOfHands,34,total_annual,204.26,0
Bickersons Brewhouse,taproom,4710 NE 4th St #C105,Renton,98059,King,47.488866,-122.155393,2021,1,0,https://untappd.com/BickersonsBrewhouse,11,January,11.61,0
Bickersons Brewhouse,taproom,4710 NE 4th St #C105,Renton,98059,King,47.488866,-122.155393,2021,1,0,https://untappd.com/BickersonsBrewhouse,11,February,24.05,0
Bickersons Brewhouse,taproom,4710 NE 4th St #C105,Renton,98059,King,47.488866,-122.155393,2021,1,0,https://untappd.com/BickersonsBrewhouse,11,March,16.28,0
Bickersons Brewhouse,taproom,4710 NE 4th St #C105,Renton,98059,King,47.488866,-122.155393,2021,1,0,https://untappd.com/BickersonsBrewhouse,11,April,18.25,0
Bickersons Brewhouse,taproom,4710 NE 4th St #C105,Renton,98059,King,47.488866,-122.155393,2021,1,0,https://untappd.com/BickersonsBrewhouse,11,May,29.08,0
Bickersons Brewhouse,taproom,4710 NE 4th St #C105,Renton,98059,King,47.488866,-122.155393,2021,1,0,https://untappd.com/BickersonsBrewhouse,11,June,28.01,0
Bickersons Brewhouse,taproom,4710 NE 4th St #C105,Renton,98059,King,47.488866,-122.155393,2021,1,0,https://untappd.com/BickersonsBrewhouse,11,July,34.79,0
Bickersons Brewhouse,taproom,4710 NE 4th St #C105,Renton,98059,King,47.488866,-122.155393,2021,1,0,https://untappd.com/BickersonsBrewhouse,11,August,62.85,0
Bickersons Brewhouse,taproom,4710 NE 4th St #C105,Renton,98059,King,47.488866,-122.155393,2021,1,0,https://untappd.com/BickersonsBrewhouse,11,September,42.11,0
Bickersons Brewhouse,taproom,4710 NE 4th St #C105,Renton,98059,King,47.488866,-122.155393,2021,1,0,https://untappd.com/BickersonsBrewhouse,11,October,61.94,0
Bickersons Brewhouse,taproom,4710 NE 4th St #C105,Renton,98059,King,47.488866,-122.155393,2021,1,0,https://untappd.com/BickersonsBrewhouse,11,November,21.28,0
Bickersons Brewhouse,taproom,4710 NE 4th St #C105,Renton,98059,King,47.488866,-122.155393,2021,1,0,https://untappd.com/BickersonsBrewhouse,11,December,19.77,0
Bickersons Brewhouse,taproom,4710 NE 4th St #C105,Renton,98059,King,47.488866,-122.155393,2021,1,0,https://untappd.com/BickersonsBrewhouse,11,total_annual,370.02,0
Big Block Brewing,taproom,3310 E Lake Sammamish Pkwy SE,Sammamish,98074,King,47.5796686,-122.0741734,2014,0,0,https://untappd.com/bigblockbrews,41,January,36.06,0
Big Block Brewing,taproom,3310 E Lake Sammamish Pkwy SE,Sammamish,98074,King,47.5796686,-122.0741734,2014,0,0,https://untappd.com/bigblockbrews,41,February,55.26,0
Big Block Brewing,taproom,3310 E Lake Sammamish Pkwy SE,Sammamish,98074,King,47.5796686,-122.0741734,2014,0,0,https://untappd.com/bigblockbrews,41,March,53.65,0
Big Block Brewing,taproom,3310 E Lake Sammamish Pkwy SE,Sammamish,98074,King,47.5796686,-122.0741734,2014,0,0,https://untappd.com/bigblockbrews,41,April,25.39,0
Big Block Brewing,taproom,3310 E Lake Sammamish Pkwy SE,Sammamish,98074,King,47.5796686,-122.0741734,2014,0,0,https://untappd.com/bigblockbrews,41,May,48.1,0
Big Block Brewing,taproom,3310 E Lake Sammamish Pkwy SE,Sammamish,98074,King,47.5796686,-122.0741734,2014,0,0,https://untappd.com/bigblockbrews,41,June,58.61,0
Big Block Brewing,taproom,3310 E Lake Sammamish Pkwy SE,Sammamish,98074,King,47.5796686,-122.0741734,2014,0,0,https://untappd.com/bigblockbrews,41,July,37.26,0
Big Block Brewing,taproom,3310 E Lake Sammamish Pkwy SE,Sammamish,98074,King,47.5796686,-122.0741734,2014,0,0,https://untappd.com/bigblockbrews,41,August,43.58,0
Big Block Brewing,taproom,3310 E Lake Sammamish Pkwy SE,Sammamish,98074,King,47.5796686,-122.0741734,2014,0,0,https://untappd.com/bigblockbrews,41,September,54.39,0
Big Block Brewing,taproom,3310 E Lake Sammamish Pkwy SE,Sammamish,98074,King,47.5796686,-122.0741734,2014,0,0,https://untappd.com/bigblockbrews,41,October,43.19,0
Big Block Brewing,taproom,3310 E Lake Sammamish Pkwy SE,Sammamish,98074,King,47.5796686,-122.0741734,2014,0,0,https://untappd.com/bigblockbrews,41,November,46.52,0
Big Block Brewing,taproom,3310 E Lake Sammamish Pkwy SE,Sammamish,98074,King,47.5796686,-122.0741734,2014,0,0,https://untappd.com/bigblockbrews,41,December,8.71,0
Big Block Brewing,taproom,3310 E Lake Sammamish Pkwy SE,Sammamish,98074,King,47.5796686,-122.0741734,2014,0,0,https://untappd.com/bigblockbrews,41,total_annual,510.72,0
Big House Brewpub,brewpub,11 S Palouse St,Walla Walla,99362,Walla Walla,46.0690413,-118.3347678,2019,1,0,https://untappd.com/BigHouseBrewPub,16,January,39.0,0
Big House Brewpub,brewpub,11 S Palouse St,Walla Walla,99362,Walla Walla,46.0690413,-118.3347678,2019,1,0,https://untappd.com/BigHouseBrewPub,16,February,21.0,0
Big House Brewpub,brewpub,11 S Palouse St,Walla Walla,99362,Walla Walla,46.0690413,-118.3347678,2019,1,0,https://untappd.com/BigHouseBrewPub,16,March,21.0,0
Big House Brewpub,brewpub,11 S Palouse St,Walla Walla,99362,Walla Walla,46.0690413,-118.3347678,2019,1,0,https://untappd.com/BigHouseBrewPub,16,April,35.0,1
