brewery,brewery_type,address,city,zipcode,county,latitude,longitude,year_established,guild_member,closed_since_2022,untappd_profile_link,January,February,March,April,May,June,July,August,September,October,November,December,total_annual
Milepost 111 Brewing Company,micro,407 Aplets Way,Cashmere,98815,Chelan,47.524234,-120.470178,2013,0,0,https://untappd.com/milepostbeer,1.5,2.33,3.16,4.05,4.94,5.83,2.93,2.63,2.33,2.22,2.11,2.0,36.03
Millwood Brewing Company,micro,9013 E Frederick Ave,Millwood,99212,Spokane,47.68543023,-117.2834938,2017,0,1,https://untappd.com/Millwood_Brewing_Company,15.04,16.72,19.66,18.91,18.21,15.93,14.38,16.24,10.8,10.19,14.53,19.95,190.56
Mirage Beer Company,taproom,927 S Homer St,Seattle,98108,King,47.550523,-122.3191768,2017,0,0,https://untappd.com/MirageBeerCo,1.59,18.17,17.76,21.61,15.19,10.27,6.57,22.42,7.43,17.2,19.81,11.16,169.18
Monka Brewing Company,taproom,17211 15th Ave Ne,Shoreline,98155,King,47.75412478,-122.3135273,2018,0,0,https://untappd.com/MonkaBrewey,6.0,6.0,6.0,9.0,9.0,9.0,3.0,15.0,3.0,9.0,9.0,9.0,93.0
Moonshot Brewing,brewpub,8804 W Victoria Ave Ste 140,Kennewick,99336,Benton,46.228777,-119.240958,2019,1,0,https://untappd.com/Moonshot_Brewing,13.91,18.74,22.3,18.55,21.81,22.16,24.06,20.64,21.75,19.86,16.21,15.11,235.1
Mother Fern Brewing,brewpub,610 Pacific Ave,Tacoma,98402,Pierce,47.25791576,-122.440158,2021,0,1,https://untappd.com/MotherFernBrewing,61.0,47.75,107.0,148.0,222.5,297.0,91.5,216.0,193.17,170.33,147.5,125.0,1826.75
Mount Olympus Brewing,taproom,105 W Heron St,Aberdeen,98520,Grays Harbor,46.97327712,-123.8171792,2018,0,0,https://untappd.com/MountOlympusBrewing,85.67,85.67,89.1,92.54,95.97,76.49,57.01,71.61,86.22,62.67,39.12,67.9,909.97
Mountain Lakes Brewing Company,taproom,105 W Heron St,Spokane,99201,Spokane,47.657891,-117.413453,2018,1,0,https://untappd.com/MountainLakesBrewCo,5.84,8.17,9.01,14.6,19.4,24.19,9.17,10.36,4.84,13.69,9.01,9.01,137.29
Mule and Elk Brewing Company,micro,418 E 1st St Suite 5,Cle Elum,98922,Kittitas,47.19383354,-120.9322128,2016,0,0,https://untappd.com/MuleElkBrewingCo,9.59,12.42,16.03,13.91,11.79,10.36,8.44,11.97,21.04,5.19,14.57,15.9,151.21
Métier Brewing Company,brewpub,14125 NE 189th St Suite B,Woodinville,98072,King,47.76422298,-122.1515601,2016,1,0,https://untappd.com/MetierBrewing,27.66,56.63,59.08,56.52,51.11,108.12,44.9,139.06,87.6,59.99,40.77,28.37,759.8100000000001
Narrows Brewing Company,brewpub,9007 S 19th Street,Tacoma,98466,Pierce,47.24346569,-122.5564963,2013,1,0,https://untappd.com/NarrowsBrewing,137.17,118.41,211.22,201.78,255.36,211.05,194.71,305.47,163.76,170.56,207.36,110.21,2287.06
Natural 20 Brewing Company,micro,15310 E Marietta Ave Ste 4,Spokane Valley,99216,Spokane,47.680793,-117.198498,2014,0,0,https://untappd.com/Natural20BrewingCo,50.0,50.0,50.0,52.0,60.5,69.0,77.5,86.0,83.25,80.5,77.75,75.0,811.5
New Maitland Brewing Llc,nano,8903 E Greenbluff Rd,Colbert,99005,Spokane,47.825198,-117.285727,2022,0,0,https://untappd.com/b/new-maitland-brewing-scottish-stoat/5426770,0.0,0.0,0.0,0.0,0.0,0.0,1.99,2.32,1.44,0.57,0.08,0.16,6.56
No Boat Brewing Company,taproom,35214 SE Center Street #2,Snoqualmie,98065,King,47.5285744,-121.8707445,2016,1,0,https://untappd.com/NoBoatBrewingCompany,19.5,47.5,32.0,42.0,42.0,69.75,49.0,56.5,62.0,47.0,46.0,45.25,558.5
No Drought Brewing Company,regional,10604 E 16th Ave,Spokane Valley,99206,Spokane,47.64233504,-117.2626058,2022,0,0,https://untappd.com/NoDroughtBrewingCo,13.47,6.98,7.39,7.72,11.61,15.49,19.38,21.1,22.82,19.64,16.45,13.27,175.32
No-Li Brewhouse,taproom,1003 E Trent Box 2 Suite 180,Spokane,99202,Spokane,47.662698,-117.39419,2003,1,0,https://untappd.com/NoLiBrewhouse,742.06,954.51,1113.38,1408.57,1056.81,1246.7,1396.96,1295.5,1409.41,1226.51,1029.92,1344.53,14224.86
North 47 Brewing Company,brewpub,1000 Town Ctr NE #160,Tacoma,98422,Pierce,47.30098342,-122.4354485,2015,0,0,https://untappd.com/North47BrewingCo,18.0,18.0,26.0,8.5,16.0,18.0,21.0,20.0,24.0,15.0,19.5,9.0,213.0
North Fork Brewery,taproom,6186 Mount Baker Hwy,Deming,98244,Whatcom,48.89023277,-122.1515053,1997,1,0,https://untappd.com/TheNorthForkBrewery,27.29,22.84,34.48,29.32,33.06,28.55,45.32,48.45,37.74,28.87,26.0,27.61,389.53000000000003
North Jetty Brewing,taproom,4200 Pacific Way,Seaview,98017,King,46.33317158,-124.0546726,2014,1,0,https://untappd.com/NorthJettyBrewing,21.34,48.42,62.93,45.15,61.44,56.48,64.74,82.77,65.1,60.03,21.96,48.65,639.01
North Sound Brewing Company,brewpub,17406 Washington 536,Mount Vernon,98273,Skagit,48.431553,-122.3702,2010,1,0,https://untappd.com/NorthSoundBrewingCompany,20.35,25.52,28.86,25.51,28.53,31.55,30.54,32.7,28.34,28.36,24.02,23.69,327.97
Northern Ales,brewpub,325 W 3rd Ave,Kettle Falls,99141,Stevens,48.61016972,-118.059909,2014,0,1,https://untappd.com/NorthernAles,3.27,3.27,13.0,14.35,14.57,14.8,15.02,11.5,20.43,29.37,38.3,11.5,189.38
Northwest Brewing Company,micro,610 Pacific Ave,Tacoma,98402,King,47.25788663,-122.4401044,2007,0,0,https://untappd.com/NorthwestBrewingCompany,161.9,73.0,189.6,124.45,59.3,53.15,47.0,88.4,42.86,-2.67,73.3,73.3,983.59
Northwest Peaks Brewery,brewpub,5718 Rainier Ave S,Seattle,98118,King,47.55099284,-122.2774345,2011,0,1,https://untappd.com/nwpeaksbrewery,10.0,12.0,12.0,16.0,,20.0,,,,,,,
Northwood Public House and Brewery,micro,1401 SE Rasmussen Blvd #101,Battleground,98604,Clark,45.775079,-122.523019,2014,0,0,https://untappd.com/LittleDipperBrewingCompany,1.83,1.83,4.54,7.25,6.58,5.91,6.61,7.3,8.0,3.83,2.92,2.0,58.6
Nun Chuck's Brewing Company,taproom,18609 76th Ave W C,Lynnwood,98037,Snohomish,47.82961976,-122.3372621,2006,0,0,https://untappd.com/w/nun-chucks-brewing-company/475764,2.03,3.85,2.5,3.86,4.67,4.27,5.47,7.25,4.22,6.72,9.13,11.54,65.50999999999999
Obec Brewing,micro,1144 NW 52nd Street,Seattle,98107,King,47.6666932,-122.3725339,2017,1,0,https://untappd.com/ObecBrewing,24.6,22.65,21.13,41.36,79.0,116.65,50.34,56.23,51.27,36.38,51.04,41.31,591.96
Odd Otter Brewing Company,micro,716 Pacific Ave,Tacoma,98402,Pierce,47.25677,-122.439519,2014,0,0,https://untappd.com/OddOtter,43.59,43.59,53.2,62.81,72.42,76.95,81.47,86.0,77.58,69.17,60.75,60.75,788.28
Odin Brewing Company,taproom,402 Baker Blvd,Tukwila,98188,King,47.45871185,-122.2520593,2009,0,1,https://untappd.com/OdinBrewing,63.58,32.64,-0.13,150.87,52.0,69.0,46.0,71.0,85.6,41.0,39.0,39.0,689.56
Off Camber Brewing,taproom,6506 114th Ave Ct E,Puyallup,98372,Pierce,47.19825258,-122.2773277,2017,0,0,https://untappd.com/JamesTheBrewer,,,26.44,,,33.79,,,,,,59.08,
Ogres Brewing,brewpub,7693 Cultus Bay Rd,Clinton,98236,Island,47.93163176,-122.389573,2019,1,0,https://untappd.com/w/ogres-brewing/261870,2.7,3.93,4.5,3.5,3.5,4.67,5.5,5.5,5.0,4.0,3.0,3.5,49.3
Old Schoolhouse Brewery,brewpub,155 Riverside Dr Box 112,Winthrop,98862,Okanogan,48.4782175,-120.18652,1993,1,0,https://untappd.com/OldSchoolhouseBrewery,271.17,271.17,185.9,181.3,165.85,150.4,155.1,407.36,297.38,187.4,211.5,235.6,2720.13
Old Stove Brewing Company,taproom,1901 Western Avenue Suite A,Seattle,98101,King,47.61002,-122.343413,2016,1,0,https://untappd.com/w/old-stove-brewing-co/246787,173.49,120.47,109.55,231.49,241.14,310.67,204.31,256.68,159.51,148.66,125.22,111.82,2193.01
Optimism Brewing Company,brewpub,1158 Broadway,Seattle,98122,King,47.61280703,-122.3205273,2015,0,1,https://untappd.com/OptimismBrewing,61.7,115.79,143.2,115.1,111.5,142.86,116.1,120.0,135.35,186.16,236.98,89.7,1574.44
Otherlands Beer,taproom,2121 Humboldt St,Bellingham,98225,Whatcom,48.75847585,-122.4681985,2021,0,0,https://untappd.com/OtherlandsBeer,42.13,42.13,37.62,33.12,54.86,76.59,98.33,78.4,58.48,72.4,86.31,86.31,766.6800000000001
Outer Planet Craft Brewing,brewpub,1812 12th Avenue Suite 100,Seattle,98122,King,47.61783778,-122.3167738,2015,1,0,https://untappd.com/OuterPlanetBrewing,4.31,7.36,10.42,4.39,5.4,6.58,6.64,5.59,5.53,6.43,4.98,4.84,72.47
Outlander Brewery and Pub,brewpub,225 N 36th St,Seattle,98103,King,47.652371,-122.355414,2012,0,0,https://untappd.com/OutlanderBrewing,14.0,7.32,8.66,10.0,14.5,19.0,21.15,6.88,4.0,3.5,9.0,14.5,132.51
Paper Street Brewing Company,taproom,241 Fanning Rd,Pasco,99301,Franklin,46.309907,-119.214113,2016,0,0,https://untappd.com/PaperStreetBrewingCo,15.0,15.0,13.43,11.87,10.3,14.87,19.43,24.0,24.67,25.33,26.0,29.0,228.9
Paradise Creek Brewery,taproom,245 SE Paradise St,Pullman,99163,Whitman,46.72873725,-117.1803011,2010,1,0,https://untappd.com/paradisecreek,47.38,49.02,43.02,128.27,69.75,70.97,88.99,75.59,52.06,46.37,46.33,35.69,753.44
Paramour Brewing Company,brewpub,6520 S Waneta Rd,Spokane,99223,Spokane,47.59421849,-117.3564973,2021,0,0,https://untappd.com/w/paramour-brewing/457368,3.0,3.0,3.0,3.0,3.0,4.0,6.0,6.0,6.0,10.0,9.5,9.0,65.5
Pastime Brewery,taproom,1307 Main St,Oroville,98844,Okanogan,48.93758103,-119.4363202,2020,0,0,https://untappd.com/w/past-time-brewing/107617,3.85,5.04,5.74,8.58,9.14,8.23,9.14,8.0,6.4,8.37,5.27,8.82,86.58
Peace of Mind Brewing,micro,18411 Hwy 99,Lynnwood,98037,Snohomish,47.83174875,-122.3058165,2022,1,0,https://untappd.com/Peace_Of_Mind_Brewing,0.0,0.0,0.0,0.5,0.0,0.0,5.0,11.5,18.0,24.5,31.0,31.0,121.5
Peddler Brewing Company,brewpub,1514 NW Leary Way,Seattle,98107,King,47.66387586,-122.3771003,2013,0,0,https://untappd.com/PeddlerBrewing,15.52,7.5,-7.9,,,,,,,,,,
Penn Cove Brewing Company,micro,103 S Main St,Coupeville,98239,Island,48.2109786,-122.685896,2015,0,1,https://untappd.com/PennCoveBrewingCo,26.16,29.34,51.36,33.02,46.67,57.59,142.57,112.0,99.79,46.66,39.63,21.59,706.38
Perfect Circle Brewing,brewpub,713 6th Street,Prosser,99350,Benton,46.20462657,-119.7691094,2021,0,0,https://untappd.com/PerfectCircleBrewing,5.83,5.83,3.66,1.5,2.5,3.5,4.5,8.5,3.0,4.75,6.5,6.5,56.57
Perihelion Brewery,brewpub,2800 16th Ave S,Seattle,98144,King,47.578506,-122.311929,2016,1,0,https://untappd.com/Perihelion-Brewery,19.71,33.93,12.64,5.9,60.63,31.79,19.74,26.58,38.27,27.89,34.63,20.61,332.32
Perry Street Brewing,micro,1025 S Perry St,Spokane,99202,Spokane,47.64604873,-117.3898042,2014,1,0,https://untappd.com/w/perry-street-brewing/115199,53.0,42.5,42.5,29.0,37.25,64.0,35.5,46.0,42.0,45.5,29.5,57.0,523.75
Pike Brewing Company,micro,1415 1st Ave,Seattle,98101,King,47.608001,-122.3394073,1989,1,0,https://untappd.com/pikebrewing,264.72,222.27,300.07,307.71,301.03,527.75,349.19,375.46,468.11,508.14,420.38,367.06,4411.89
Pint Size Brewing,nano,7410B Greenwood Ave N,Seattle,98103,King,47.6829051,-122.3549746,2019,0,1,https://untappd.com/PintSizeBrewing,2.34,3.06,3.52,2.33,3.63,2.3,0.63,2.51,2.67,2.67,2.67,2.67,31.0
Port Townsend Brewing Company,micro,330 10th St Suite C,Port Townsend,98368,Jefferson,48.1074022,-122.7809758,2001,0,0,https://untappd.com/porttownsendbrewing,45.0,60.0,90.0,120.0,150.0,262.5,375.0,262.5,150.0,120.0,90.0,90.0,1815.0
Postdoc Brewing,taproom,17625 NE 65th St #100,Redmond,98052,King,47.66392308,-122.1050753,2014,1,0,https://untappd.com/PostdocBrewingCompany,83.6,89.69,126.04,114.98,98.6,153.98,151.09,156.95,104.12,119.67,81.22,104.77,1384.71
Potlatch Brewing Company,brewpub,24180 US-101,Hoodsport,98548,Mason,47.40491678,-123.141186,2021,0,0,https://untappd.com/w/potlatch-brewing/500440,3.66,8.44,7.27,6.1,27.42,27.37,27.32,13.5,15.93,9.36,10.22,10.22,166.81
Powerhouse Restaurant and Brewery,nano,454 E Main,Puyallup,98372,Pierce,47.19158631,-122.2879828,2005,1,0,https://untappd.com/PowerhouseRestaurantBrewery,13.0,26.0,13.0,45.5,78.0,13.0,26.0,19.5,26.0,6.5,13.0,19.5,299.0
Precious Things Fermentation Project,taproom,8403 N Bruce Rd,Spokane,99217,Spokane,47.73390559,-117.2865852,2018,1,0,https://untappd.com/Preciousthingsbeer,2.5,1.5,0.5,2.0,2.0,2.62,3.25,2.0,1.0,1.5,1.33,0.5,20.7
Propolis Brewing,taproom,2457 Jefferson St,Port Townsend,98368,Jefferson,48.1086174,-122.773463,2013,0,0,https://untappd.com/PropolisBrewing,3.48,20.16,-1.34,28.72,11.98,23.64,13.54,26.4,12.07,17.36,9.86,16.11,181.98
Quartzite Brewing Company,taproom,105 W Main St,Chewelah,99109,Stevens,48.27595137,-117.7169469,2016,1,0,https://untappd.com/QuartziteBrewingCompany,2.34,3.5,4.67,5.83,7.83,8.33,9.25,9.17,9.0,8.08,6.92,6.75,81.67
Quirk Brewing,taproom,425 B St,Walla Walla,99362,Walla Walla,46.0901597,-118.27695,2016,0,0,https://untappd.com/QuirkBrewing,20.42,32.78,23.76,42.64,37.57,31.83,24.0,26.83,36.71,22.33,29.0,23.75,351.62
RAM Restaurant and Brewery,brewpub,10019 59th Ave Sw,Lakewood,98499,Pierce,47.16646601,-122.5154303,1971,1,0,https://untappd.com/theRAM,274.4,200.1,284.05,311.7,245.95,249.05,257.0,169.65,207.9,317.25,254.45,221.6,2993.1
Rail Hop'n Brewing Company,brewpub,122 West Main Street Suite 101 B,Auburn,98001,King,47.3071471,-122.2315213,2017,0,0,https://untappd.com/RailHopnBrewingCompany,9.0,9.0,9.0,11.25,13.5,9.0,11.25,13.5,12.0,10.5,9.0,9.0,126.0
Railside Brewing,micro,309 NE 76th St,Vancouver,98665,Clark,45.6768255,-122.66818,2012,0,0,https://untappd.com/RailSideBrewing,21.0,21.0,20.0,19.0,14.0,19.0,24.0,19.8,15.6,16.58,17.55,17.55,225.07999999999998
Rainy Daze Brewing,brewpub,650 NW Bovela Ln #3,Poulsbo,98370,Kitsap,47.73971613,-122.6578393,2012,0,0,https://untappd.com/RainyDazeBrewing,44.5,81.33,104.83,96.25,99.25,115.17,97.17,112.5,93.33,94.0,77.0,80.0,1095.33
Rattlesnake Mountain Brewing Company,taproom,2696 N Columbia Center Blvd,Richland,99352,Benton,46.237587,-119.221937,1999,0,0,https://untappd.com/w/rattlesnake-mountain-brewing-company/15572,28.07,27.19,31.99,30.87,29.58,33.88,39.34,30.72,34.43,30.09,25.17,25.23,366.56
Ravenna Brewing Company,taproom,5408 26th Ave Ne,Seattle,98105,King,47.66814202,-122.2994354,2015,0,0,https://untappd.com/RavennaBrewingCo,159.3,211.76,264.23,271.64,279.05,317.74,356.44,321.54,286.65,268.51,250.37,250.37,3237.6
Redhook Brewlab,brewpub,714 E Pike St,Seattle,98122,King,47.61413993,-122.3230889,1982,0,0,https://untappd.com/Redhook,12.67,,,,,14.67,50.33,,9.67,,,,
Remlinger Farm Brewery,brewpub,32610 NE 32nd St,Carnation,98014,King,47.63908563,-121.9021766,2021,1,0,https://untappd.com/w/remlinger-brewing/521350,,,,,6.22,7.37,,40.0,7.37,,17.0,6.17,
Republic Brewing Company,brewpub,26 N Clark Ave,Republic,99166,Ferry,48.64801538,-118.737951,2011,1,0,https://untappd.com/RepublicBrewingCompany,22.6,26.83,24.38,35.09,34.86,37.92,43.27,38.58,35.34,41.01,21.11,20.18,381.17
Resonate Brewery and Pizzeria,regional,5606 119th Ave Se,Bellevue,98006,King,47.5521229,-122.1776163,2015,1,0,https://untappd.com/ResonateBrewery,39.35,39.35,54.62,69.9,59.42,48.95,53.75,58.55,24.85,42.05,59.25,29.45,579.49
Reuben's Brews,regional,5010 14th Ave Nw,Seattle,98107,King,47.66540226,-122.3733006,2012,1,0,https://untappd.com/ReubensBrews,1705.85,1676.63,1933.15,2070.59,2077.57,2519.17,2303.87,2617.09,2433.18,1740.98,1709.33,1592.8,24380.21
Ridgefield Craft Brewing Company,micro,120 N 3rd Ave,Ridgefield,98642,Clark,45.81593797,-122.7448428,2021,0,0,https://untappd.com/RidgefieldCraftBrewingCo,19.88,34.42,26.17,22.24,58.48,94.73,29.36,48.92,30.23,39.98,49.73,13.42,467.56
Ridgeline Brewing Company,nano,941 N Callow Ave,Bremerton,98312,Kitsap,47.5709387,-122.6539669,2017,0,0,https://untappd.com/RidgelineBrewing,,,,,,,,,16.0,7.0,10.0,1.0,
River City Brewing,taproom,121 S Cedar St,Spokane,99201,Spokane,47.65601288,-117.4322061,2012,0,1,https://untappd.com/RiverCityBrewing,25.52,70.48,115.44,41.0,30.57,54.18,38.84,27.7,28.47,16.22,16.41,20.82,485.65
River Mile 38 Brewing Company,brewpub,285 Third Street,Cathlamet,98612,Wahkiakum,46.20545555,-123.3855916,2014,0,0,https://untappd.com/Rivermile,10.23,15.11,14.18,10.57,13.43,13.35,26.42,16.18,14.77,13.75,11.17,8.34,167.5
River Time Brewing,taproom,660 Emens Ave,Darrington,98241,Snohomish,48.24905292,-121.6020432,2014,1,0,https://untappd.com/River_Time_Brewing,22.67,25.76,28.85,31.94,35.03,32.12,29.21,26.3,25.59,24.88,24.17,24.17,330.69
Riverport Brewing Company,micro,150 9th St,Clarkston,99403,Asotin,46.42640142,-117.0521262,2008,0,0,https://untappd.com/RiverportBrewingCompany,21.65,27.53,28.68,26.3,26.8,31.8,33.21,38.75,36.97,27.5,24.96,23.31,347.46
Rocky Coulee Brewing,micro,205 N First St,Odessa,99159,Lincoln,47.3358965,-118.68838,2007,0,0,https://untappd.com/w/rocky-coulee-brewing-company/6856,3.98,2.74,2.35,10.64,4.25,4.0,1.23,3.06,8.92,4.96,3.39,1.25,50.77
Rooftop Brewing Company,taproom,1220 W Nickerson St,Seattle,98119,King,47.65543327,-122.3725435,2013,1,0,https://untappd.com/RooftopBrewCo,50.97,67.29,82.42,96.54,150.43,204.31,82.06,100.63,97.86,65.75,67.44,69.14,1134.8400000000001
Rose Garage Brewing and Taps,taproom,613 S Whitman Ave,Rosalia,99170,Whitman,47.23413,-117.37,2020,0,0,https://untappd.com/w/rose-garage/475853,4.0,2.0,3.0,4.0,4.0,4.0,2.0,1.0,2.5,4.0,2.0,2.0,34.5
Roslyn Brewing Company,brewpub,208 Pennsylvania Ave Box 24,Roslyn,98941,Kittitas,47.2220541,-120.9949,1990,0,0,https://untappd.com/w/roslyn-brewing-company/8120,19.56,19.56,20.11,20.66,30.67,40.69,45.85,51.01,18.83,16.67,14.52,14.73,312.86
SAAL Brewing Company,brewpub,10209 270th St Nw,Stanwood,98292,Snohomish,48.24167216,-122.3708879,2019,1,0,https://untappd.com/SAALBrewingCompany,5.96,5.96,3.41,2.14,3.41,5.34,4.26,6.9,9.54,4.85,4.85,5.28,61.9
Saddle Rock Pub and Brewery,taproom,25 N Wenatchee Ave,Wenatchee,98801,Chelan,47.42508078,-120.3116522,2011,0,0,https://untappd.com/SaddleRockPubBrewery,5.61,12.07,11.04,10.0,12.03,14.06,6.16,8.0,7.94,6.0,7.74,5.97,106.62
Sage Brewing Company,brewpub,8425 Chapel Hill Blvd Ste B 102,Pasco,99301,Franklin,46.270331,-119.200383,2019,0,0,https://untappd.com/Sage_Brewing,15.87,19.67,18.74,12.26,35.21,11.68,28.51,22.27,13.47,10.34,26.81,15.86,230.69
Salish Sea Brewing Company,brewpub,518 Dayton St,Edmonds,98020,Snohomish,47.80962938,-122.3769597,2013,0,0,https://untappd.com/SalishSeaBrewingCompany,320.11,0.66,76.44,152.21,227.99,222.52,217.06,199.74,182.42,165.51,148.59,131.68,2044.93
San Juan Island Brewing Company,micro,410 A Street,Friday Harbor,98250,San Juan,48.53276441,-123.0150223,2018,1,0,https://untappd.com/SanJuanIslandBrewingCo,97.7,97.27,84.9,205.86,140.46,179.1,275.84,218.43,216.6,139.17,88.17,87.95,1831.45
Savage Brewing Company,micro,12815 NE 124th St I,Kirkland,98034,King,47.7102668,-122.1693396,2013,1,0,https://untappd.com/BrewingSavageCompany,21.0,21.0,21.0,10.0,15.5,21.0,14.0,17.5,21.0,21.0,24.5,28.0,235.5
Scamp Brewing Company,micro,402 16th St NE #107,Auburn,98002,King,47.32172545,-122.224216,2017,1,0,https://untappd.com/ScampBrewingCompany,3.0,3.0,4.17,6.0,9.0,6.0,6.0,3.0,3.0,6.0,3.0,6.0,58.17
Schooner Exact Brewing Company,micro,3901 1st Ave S,Seattle,98134,King,47.56771692,-122.3357297,2007,0,1,https://untappd.com/SchoonerExactBrewing,-37.89,2567.5,2582.51,848.41,1477.33,1873.63,-170.53,6889.21,-70.33,1843.76,513.11,712.39,19029.1
Scuttlebutt Brewing Company,micro,3310 Cedar Street,Everett,98201,Snohomish,47.97388911,-122.1940768,1996,1,0,https://untappd.com/ScuttlebuttBrewingCompany,311.3,279.2,325.26,448.99,383.76,499.67,464.24,406.59,386.33,353.16,255.78,321.87,4436.15
Scythe Brewing Company,micro,1217 3rd Avenue Suite 150,Longview,98632,Cowlitz,46.13381,-122.92371,2021,0,0,https://untappd.com/w/scythe-brewing-co/520668,,,,,3.44,,3.9,25.89,,,29.3,,
Seapine Brewing Company,taproom,2959 Utah Ave S,Seattle,98134,King,47.57723323,-122.335249,2012,0,0,https://untappd.com/SeapineBrewing,809.56,809.56,753.87,698.19,642.5,484.75,327.0,504.8,682.59,712.99,743.39,743.39,7912.59
Shellback Brewing,micro,6400 w 13th ct,Kennewick,99338,Benton,46.19705,-119.20829,2020,0,0,https://untappd.com/w/shellback-brewing/517182,0.64,0.16,0.5,0.65,0.81,0.96,1.0,2.0,0.66,0.8,1.0,0.8,9.98
Shoug Brewing Company,brewpub,1311 SE Cliffside Dr,Washougal,98671,Clark,46.19705,-119.20829,2017,0,0,https://untappd.com/w/shoug-brewing-company/360746,6.25,7.25,9.25,10.25,10.75,9.0,5.25,11.5,26.75,12.0,10.5,15.75,134.5
Sig Brewing Company,regional,2534 Tacoma Ave S,Tacoma,98402,Pierce,47.23791051,-122.4411779,2020,0,0,https://untappd.com/SigBrewingCompany,19.98,41.57,66.54,39.48,46.55,34.96,32.15,31.53,29.24,31.34,29.21,23.04,425.59000000000003
Silver City Brewery,regional,2799 NW Myhre Rd,Silverdale,98383,Kitsap,47.659485,-122.687646,2010,1,0,https://untappd.com/SilverCityBrewery,1248.72,1516.41,101.71,2372.86,2621.8,2218.78,1417.5,2169.09,1722.27,1524.62,1617.34,1591.01,20122.11
Singing Hops Brewing Company,taproom,4817 RURAL RD SW,Olympia,98512,Thurston,46.19705,-119.20829,2017,0,0,https://untappd.com/SingingHops,3.93,10.66,7.38,4.11,6.18,4.16,9.35,10.7,1.59,6.67,1.94,0.83,67.5
Single Hill Brewing Company,micro,102 N Naches Ave,Yakima,98901,Yakima,46.60510315,-120.5004419,2018,1,0,https://untappd.com/SingleHillBrewing,93.87,154.41,155.59,147.89,139.98,203.69,163.61,174.96,221.07,151.37,122.77,134.99,1864.2
Skep Brewing Company,brewpub,723 N M St,Tacoma,98403,Pierce,47.2611966,-122.4615206,2019,0,0,https://untappd.com/SkepBrewing,0.42,0.71,1.74,0.99,1.27,0.58,1.0,1.9,1.31,1.04,1.11,1.37,13.44
Skookum Brewery,brewpub,17925 59th Avenue Northeast,Arlington,98223,Snohomish,48.16310323,-122.1510524,2007,0,0,https://untappd.com/SkookumBrewery,118.41,97.58,113.01,91.34,157.83,99.47,106.25,123.97,96.47,65.59,91.6,110.31,1271.83
Slaughter County Brewing Company,nano,1307 Bay St,Port Orchard,98366,Kitsap,47.54320643,-122.6269913,2012,0,1,https://untappd.com/SlaughterCountyBrewingCompany,41.0,,32.0,,,43.0,,,,,,,
Slippery Pig Brewing,micro,18801 Front Street Ne,Poulsbo,98370,Kitsap,47.73353044,-122.6457393,2011,0,0,https://untappd.com/Slippery_Pig_Brewery,15.0,22.5,27.0,19.5,18.0,24.0,18.0,22.5,15.0,15.0,21.0,18.0,235.5
Snapshot Brewing,brewpub,8005 Greenwood Ave N,Seattle,98103,King,47.68708447,-122.355422,2020,0,0,https://untappd.com/SnapshotBrewing,3.55,7.65,7.62,7.58,3.06,2.61,2.16,5.42,8.67,6.84,5.0,4.7,64.86
SnoTown Brewery,brewpub,511 2nd St,Snohomish,98290,Snohomish,47.912584,-122.088239,2014,0,0,https://untappd.com/SnoTownBrewery,5.99,7.33,10.64,14.15,14.16,4.8,12.83,6.33,6.16,4.99,5.16,8.42,100.96000000000001
Snoqualmie Falls Brewing Company,taproom,8032 Falls Ave Se,Snoqualmie,98065,King,47.5286214,-121.8240977,1997,1,0,https://untappd.com/snoqualmiebrew,250.76,250.76,119.98,143.49,167.0,102.4,95.99,103.69,94.28,81.26,68.25,125.32,1603.18
Snow Eater Brewing Company,micro,2325 N Mckinzie Lane,Liberty Lake,99019,Spokane,47.6773601,-117.1000429,2020,1,0,https://untappd.com/SnowEaterBrewingCo,,,,,67.58,,,,,151.35,,,
Sound To Summit Brewing,brewpub,1830 Bickford Ave,Snohomish,98291,Snohomish,47.9344682,-122.1049977,2015,1,0,https://untappd.com/SoundToSummitBrewing,26.16,35.83,40.99,30.95,40.41,38.33,33.75,46.32,49.84,61.5,31.92,20.83,456.83
Spada Farmhouse Brewery,micro,709 1St St,Snohomish,98291,Snohomish,47.910685,-122.0924265,2017,0,0,https://untappd.com/SpadaFarmhouseBrewery,27.0,18.0,36.0,34.5,33.0,24.0,-12.0,15.0,18.0,9.0,15.0,24.0,241.5
Spokanite Brewing,nano,6607 N Ash St,Spokane,99208,Spokane,47.7182742,-117.4365533,2022,0,0,https://untappd.com/SpokaniteBrewing,0.0,0.0,0.0,0.0,0.0,5.0,7.96,10.93,4.93,4.25,4.25,4.5,41.82
Square Wheel Brewing Company,micro,4705 N Fruit Hill Rd,Spokane,99217,Spokane,47.69830588,-117.2495435,2017,0,0,https://untappd.com/w/square-wheel-brewing-co/218439,3.42,1.5,4.25,12.25,7.25,13.75,8.5,11.63,10.75,0.25,0.25,0.25,74.05
Squirrel Fight Artisan Brewing,brewpub,530 W Valley Rd Suite N,Moses Lake,98837,Grant,47.13851877,-119.2859409,2020,0,1,https://untappd.com/SquirrelFightArtisanBrewing,4.75,,15.75,7.25,6.25,,,,,,,,
