index,brewery_wa,brewery_prod,month,production
4772,fathom and league hop yard brewery,FATHOM & LEAGUE HOP YARD BREWERY,total_annual,8.58
117,fermentation initiative,FERMENTATION INITIATIVE,January,
505,fermentation initiative,FERMENTATION INITIATIVE,February,
893,fermentation initiative,FERMENTATION INITIATIVE,March,
1281,fermentation initiative,FERMENTATION INITIATIVE,April,
1669,fermentation initiative,FERMENTATION INITIATIVE,May,4.0
2057,fermentation initiative,FERMENTATION INITIATIVE,June,5.0
2445,fermentation initiative,FERMENTATION INITIATIVE,July,4.0
2833,fermentation initiative,FERMENTATION INITIATIVE,August,5.0
3221,fermentation initiative,FERMENTATION INITIATIVE,September,
3609,fermentation initiative,FERMENTATION INITIATIVE,October,9.0
3997,fermentation initiative,FERMENTATION INITIATIVE,November,
4385,fermentation initiative,FERMENTATION INITIATIVE,December,7.0
4773,fermentation initiative,FERMENTATION INITIATIVE,total_annual,34.0
118,figurehead brewing company,FIGUREHEAD BREWING COMPANY,January,19.0
506,figurehead brewing company,FIGUREHEAD BREWING COMPANY,February,19.51
894,figurehead brewing company,FIGUREHEAD BREWING COMPANY,March,
1282,figurehead brewing company,FIGUREHEAD BREWING COMPANY,April,52.72
1670,figurehead brewing company,FIGUREHEAD BREWING COMPANY,May,21.85
2058,figurehead brewing company,FIGUREHEAD BREWING COMPANY,June,31.77
2446,figurehead brewing company,FIGUREHEAD BREWING COMPANY,July,25.23
2834,figurehead brewing company,FIGUREHEAD BREWING COMPANY,August,31.75
3222,figurehead brewing company,FIGUREHEAD BREWING COMPANY,September,23.67
3610,figurehead brewing company,FIGUREHEAD BREWING COMPANY,October,33.09
3998,figurehead brewing company,FIGUREHEAD BREWING COMPANY,November,22.37
4386,figurehead brewing company,FIGUREHEAD BREWING COMPANY,December,11.58
4774,figurehead brewing company,FIGUREHEAD BREWING COMPANY,total_annual,292.54
119,fired up brewing,FIRED UP BREWING,January,14.51
507,fired up brewing,FIRED UP BREWING,February,16.1
895,fired up brewing,FIRED UP BREWING,March,12.82
1283,fired up brewing,FIRED UP BREWING,April,
1671,fired up brewing,FIRED UP BREWING,May,29.24
2059,fired up brewing,FIRED UP BREWING,June,23.74
2447,fired up brewing,FIRED UP BREWING,July,12.82
2835,fired up brewing,FIRED UP BREWING,August,
3223,fired up brewing,FIRED UP BREWING,September,31.2
3611,fired up brewing,FIRED UP BREWING,October,18.53
3999,fired up brewing,FIRED UP BREWING,November,7.56
4387,fired up brewing,FIRED UP BREWING,December,12.23
4775,fired up brewing,FIRED UP BREWING,total_annual,178.74999999999997
120,five dollar ranch brewing company,FIVE DOLLAR RANCH BREWING COMPANY,January,10.04
508,five dollar ranch brewing company,FIVE DOLLAR RANCH BREWING COMPANY,February,9.58
896,five dollar ranch brewing company,FIVE DOLLAR RANCH BREWING COMPANY,March,14.35
1284,five dollar ranch brewing company,FIVE DOLLAR RANCH BREWING COMPANY,April,9.9
1672,five dollar ranch brewing company,FIVE DOLLAR RANCH BREWING COMPANY,May,12.6
2060,five dollar ranch brewing company,FIVE DOLLAR RANCH BREWING COMPANY,June,15.06
2448,five dollar ranch brewing company,FIVE DOLLAR RANCH BREWING COMPANY,July,17.3
2836,five dollar ranch brewing company,FIVE DOLLAR RANCH BREWING COMPANY,August,16.16
3224,five dollar ranch brewing company,FIVE DOLLAR RANCH BREWING COMPANY,September,17.22
3612,five dollar ranch brewing company,FIVE DOLLAR RANCH BREWING COMPANY,October,14.31
4000,five dollar ranch brewing company,FIVE DOLLAR RANCH BREWING COMPANY,November,12.34
4388,five dollar ranch brewing company,FIVE DOLLAR RANCH BREWING COMPANY,December,17.67
4776,five dollar ranch brewing company,FIVE DOLLAR RANCH BREWING COMPANY,total_annual,166.53
121,five dons brewing,FIVE DONS BREWING,January,
509,five dons brewing,FIVE DONS BREWING,February,
897,five dons brewing,FIVE DONS BREWING,March,
1285,five dons brewing,FIVE DONS BREWING,April,
1673,five dons brewing,FIVE DONS BREWING,May,
2061,five dons brewing,FIVE DONS BREWING,June,
2449,five dons brewing,FIVE DONS BREWING,July,
2837,five dons brewing,FIVE DONS BREWING,August,29.5
3225,five dons brewing,FIVE DONS BREWING,September,
3613,five dons brewing,FIVE DONS BREWING,October,
4001,five dons brewing,FIVE DONS BREWING,November,
4389,five dons brewing,FIVE DONS BREWING,December,
4777,five dons brewing,FIVE DONS BREWING,total_annual,29.5
122,floodland brewing,FLOODLAND BREWING COMPANY,January,
510,floodland brewing,FLOODLAND BREWING COMPANY,February,
898,floodland brewing,FLOODLAND BREWING COMPANY,March,42.03
1286,floodland brewing,FLOODLAND BREWING COMPANY,April,
1674,floodland brewing,FLOODLAND BREWING COMPANY,May,54.9
2062,floodland brewing,FLOODLAND BREWING COMPANY,June,
2450,floodland brewing,FLOODLAND BREWING COMPANY,July,31.26
2838,floodland brewing,FLOODLAND BREWING COMPANY,August,
3226,floodland brewing,FLOODLAND BREWING COMPANY,September,35.1
3614,floodland brewing,FLOODLAND BREWING COMPANY,October,39.1
4002,floodland brewing,FLOODLAND BREWING COMPANY,November,
4390,floodland brewing,FLOODLAND BREWING COMPANY,December,
4778,floodland brewing,FLOODLAND BREWING COMPANY,total_annual,202.39
123,flyers restaurant and brewery,FLYERS RESTAURANT AND BREWERY,January,
511,flyers restaurant and brewery,FLYERS RESTAURANT AND BREWERY,February,62.25
899,flyers restaurant and brewery,FLYERS RESTAURANT AND BREWERY,March,
1287,flyers restaurant and brewery,FLYERS RESTAURANT AND BREWERY,April,
1675,flyers restaurant and brewery,FLYERS RESTAURANT AND BREWERY,May,
2063,flyers restaurant and brewery,FLYERS RESTAURANT AND BREWERY,June,68.5
2451,flyers restaurant and brewery,FLYERS RESTAURANT AND BREWERY,July,
2839,flyers restaurant and brewery,FLYERS RESTAURANT AND BREWERY,August,61.5
3227,flyers restaurant and brewery,FLYERS RESTAURANT AND BREWERY,September,
3615,flyers restaurant and brewery,FLYERS RESTAURANT AND BREWERY,October,
4003,flyers restaurant and brewery,FLYERS RESTAURANT AND BREWERY,November,55.5
4391,flyers restaurant and brewery,FLYERS RESTAURANT AND BREWERY,December,
4779,flyers restaurant and brewery,FLYERS RESTAURANT AND BREWERY,total_annual,247.75
124,flying bike cooperative brewery,FLYING BIKE COOPERATIVE BREWERY,January,22.5
512,flying bike cooperative brewery,FLYING BIKE COOPERATIVE BREWERY,February,66.53
900,flying bike cooperative brewery,FLYING BIKE COOPERATIVE BREWERY,March,33.14
1288,flying bike cooperative brewery,FLYING BIKE COOPERATIVE BREWERY,April,38.75
1676,flying bike cooperative brewery,FLYING BIKE COOPERATIVE BREWERY,May,25.67
2064,flying bike cooperative brewery,FLYING BIKE COOPERATIVE BREWERY,June,
2452,flying bike cooperative brewery,FLYING BIKE COOPERATIVE BREWERY,July,38.75
2840,flying bike cooperative brewery,FLYING BIKE COOPERATIVE BREWERY,August,66.16
3228,flying bike cooperative brewery,FLYING BIKE COOPERATIVE BREWERY,September,
3616,flying bike cooperative brewery,FLYING BIKE COOPERATIVE BREWERY,October,72.64
4004,flying bike cooperative brewery,FLYING BIKE COOPERATIVE BREWERY,November,23.08
4392,flying bike cooperative brewery,FLYING BIKE COOPERATIVE BREWERY,December,
4780,flying bike cooperative brewery,FLYING BIKE COOPERATIVE BREWERY,total_annual,387.22
125,flying lion brewing,FLYING LION BREWING,January,29.26
513,flying lion brewing,FLYING LION BREWING,February,39.64
901,flying lion brewing,FLYING LION BREWING,March,25.64
1289,flying lion brewing,FLYING LION BREWING,April,27.27
1677,flying lion brewing,FLYING LION BREWING,May,58.92
2065,flying lion brewing,FLYING LION BREWING,June,49.07
2453,flying lion brewing,FLYING LION BREWING,July,32.64
2841,flying lion brewing,FLYING LION BREWING,August,51.75
3229,flying lion brewing,FLYING LION BREWING,September,54.11
3617,flying lion brewing,FLYING LION BREWING,October,38.03
4005,flying lion brewing,FLYING LION BREWING,November,59.75
4393,flying lion brewing,FLYING LION BREWING,December,33.11
4781,flying lion brewing,FLYING LION BREWING,total_annual,499.19000000000005
126,foggy noggin brewing,FOGGY NOGGIN BREWING,January,3.17
514,foggy noggin brewing,FOGGY NOGGIN BREWING,February,4.0
902,foggy noggin brewing,FOGGY NOGGIN BREWING,March,4.83
1290,foggy noggin brewing,FOGGY NOGGIN BREWING,April,1.34
1678,foggy noggin brewing,FOGGY NOGGIN BREWING,May,3.0
2066,foggy noggin brewing,FOGGY NOGGIN BREWING,June,1.83
2454,foggy noggin brewing,FOGGY NOGGIN BREWING,July,5.84
2842,foggy noggin brewing,FOGGY NOGGIN BREWING,August,2.0
3230,foggy noggin brewing,FOGGY NOGGIN BREWING,September,3.0
3618,foggy noggin brewing,FOGGY NOGGIN BREWING,October,3.0
4006,foggy noggin brewing,FOGGY NOGGIN BREWING,November,1.67
4394,foggy noggin brewing,FOGGY NOGGIN BREWING,December,3.0
4782,foggy noggin brewing,FOGGY NOGGIN BREWING,total_annual,36.68
127,for the love of god brewing,FOR THE LOVE OF GOD BREWING,January,7.0
515,for the love of god brewing,FOR THE LOVE OF GOD BREWING,February,5.0
903,for the love of god brewing,FOR THE LOVE OF GOD BREWING,March,10.0
1291,for the love of god brewing,FOR THE LOVE OF GOD BREWING,April,10.0
1679,for the love of god brewing,FOR THE LOVE OF GOD BREWING,May,19.0
2067,for the love of god brewing,FOR THE LOVE OF GOD BREWING,June,10.0
2455,for the love of god brewing,FOR THE LOVE OF GOD BREWING,July,12.0
2843,for the love of god brewing,FOR THE LOVE OF GOD BREWING,August,14.0
3231,for the love of god brewing,FOR THE LOVE OF GOD BREWING,September,14.0
3619,for the love of god brewing,FOR THE LOVE OF GOD BREWING,October,10.0
4007,for the love of god brewing,FOR THE LOVE OF GOD BREWING,November,11.0
4395,for the love of god brewing,FOR THE LOVE OF GOD BREWING,December,6.0
4783,for the love of god brewing,FOR THE LOVE OF GOD BREWING,total_annual,128.0
128,formula brewing,FORMULA BREWING,January,49.0
516,formula brewing,FORMULA BREWING,February,
904,formula brewing,FORMULA BREWING,March,129.1
1292,formula brewing,FORMULA BREWING,April,91.5
1680,formula brewing,FORMULA BREWING,May,54.52
2068,formula brewing,FORMULA BREWING,June,74.67
2456,formula brewing,FORMULA BREWING,July,110.65
2844,formula brewing,FORMULA BREWING,August,55.81
3232,formula brewing,FORMULA BREWING,September,
3620,formula brewing,FORMULA BREWING,October,127.34
4008,formula brewing,FORMULA BREWING,November,7.0
4396,formula brewing,FORMULA BREWING,December,52.71
4784,formula brewing,FORMULA BREWING,total_annual,752.3
129,fortside brewing company,FORTSIDE BREWING COMPANY,January,59.59
517,fortside brewing company,FORTSIDE BREWING COMPANY,February,66.6
905,fortside brewing company,FORTSIDE BREWING COMPANY,March,75.23
1293,fortside brewing company,FORTSIDE BREWING COMPANY,April,97.03
1681,fortside brewing company,FORTSIDE BREWING COMPANY,May,72.1
2069,fortside brewing company,FORTSIDE BREWING COMPANY,June,105.45
2457,fortside brewing company,FORTSIDE BREWING COMPANY,July,96.34
2845,fortside brewing company,FORTSIDE BREWING COMPANY,August,116.03
3233,fortside brewing company,FORTSIDE BREWING COMPANY,September,74.39
3621,fortside brewing company,FORTSIDE BREWING COMPANY,October,123.88
4009,fortside brewing company,FORTSIDE BREWING COMPANY,November,63.78
4397,fortside brewing company,FORTSIDE BREWING COMPANY,December,37.66
4785,fortside brewing company,FORTSIDE BREWING COMPANY,total_annual,988.08
130,forward operating base brewing company,FOB BREWING COMPANY,January,
518,forward operating base brewing company,FOB BREWING COMPANY,February,25.0
906,forward operating base brewing company,FOB BREWING COMPANY,March,
1294,forward operating base brewing company,FOB BREWING COMPANY,April,
1682,forward operating base brewing company,FOB BREWING COMPANY,May,
2070,forward operating base brewing company,FOB BREWING COMPANY,June,11.0
2458,forward operating base brewing company,FOB BREWING COMPANY,July,
2846,forward operating base brewing company,FOB BREWING COMPANY,August,8.0
3234,forward operating base brewing company,FOB BREWING COMPANY,September,
3622,forward operating base brewing company,FOB BREWING COMPANY,October,
4010,forward operating base brewing company,FOB BREWING COMPANY,November,25.0
4398,forward operating base brewing company,FOB BREWING COMPANY,December,
4786,forward operating base brewing company,FOB BREWING COMPANY,total_annual,69.0
131,four generals brewing,FOUR GENERALS BREWING,January,17.76
519,four generals brewing,FOUR GENERALS BREWING,February,16.87
907,four generals brewing,FOUR GENERALS BREWING,March,16.4
1295,four generals brewing,FOUR GENERALS BREWING,April,16.32
1683,four generals brewing,FOUR GENERALS BREWING,May,22.09
2071,four generals brewing,FOUR GENERALS BREWING,June,23.47
2459,four generals brewing,FOUR GENERALS BREWING,July,18.26
2847,four generals brewing,FOUR GENERALS BREWING,August,21.64
3235,four generals brewing,FOUR GENERALS BREWING,September,17.28
3623,four generals brewing,FOUR GENERALS BREWING,October,15.45
4011,four generals brewing,FOUR GENERALS BREWING,November,14.2
4399,four generals brewing,FOUR GENERALS BREWING,December,11.83
4787,four generals brewing,FOUR GENERALS BREWING,total_annual,211.57
132,four horsemen brewery,FOUR HORSEMEN BREWERY,January,3.1
520,four horsemen brewery,FOUR HORSEMEN BREWERY,February,3.97
908,four horsemen brewery,FOUR HORSEMEN BREWERY,March,-16.26
1296,four horsemen brewery,FOUR HORSEMEN BREWERY,April,7.39
1684,four horsemen brewery,FOUR HORSEMEN BREWERY,May,
2072,four horsemen brewery,FOUR HORSEMEN BREWERY,June,13.0
2460,four horsemen brewery,FOUR HORSEMEN BREWERY,July,
2848,four horsemen brewery,FOUR HORSEMEN BREWERY,August,11.0
3236,four horsemen brewery,FOUR HORSEMEN BREWERY,September,
3624,four horsemen brewery,FOUR HORSEMEN BREWERY,October,6.0
4012,four horsemen brewery,FOUR HORSEMEN BREWERY,November,4.0
4400,four horsemen brewery,FOUR HORSEMEN BREWERY,December,
4788,four horsemen brewery,FOUR HORSEMEN BREWERY,total_annual,32.2
133,four-eyed guys brewing company,FOUR-EYED GUYS BREWING CO.,January,8.5
521,four-eyed guys brewing company,FOUR-EYED GUYS BREWING CO.,February,15.5
909,four-eyed guys brewing company,FOUR-EYED GUYS BREWING CO.,March,13.16
1297,four-eyed guys brewing company,FOUR-EYED GUYS BREWING CO.,April,11.82
1685,four-eyed guys brewing company,FOUR-EYED GUYS BREWING CO.,May,
2073,four-eyed guys brewing company,FOUR-EYED GUYS BREWING CO.,June,25.3
2461,four-eyed guys brewing company,FOUR-EYED GUYS BREWING CO.,July,7.1
2849,four-eyed guys brewing company,FOUR-EYED GUYS BREWING CO.,August,11.33
3237,four-eyed guys brewing company,FOUR-EYED GUYS BREWING CO.,September,16.67
3625,four-eyed guys brewing company,FOUR-EYED GUYS BREWING CO.,October,
4013,four-eyed guys brewing company,FOUR-EYED GUYS BREWING CO.,November,19.67
4401,four-eyed guys brewing company,FOUR-EYED GUYS BREWING CO.,December,15.67
4789,four-eyed guys brewing company,FOUR-EYED GUYS BREWING CO.,total_annual,144.72000000000003
134,fremont brewing company,FREMONT BREWINGFREMONT BREWING COMPANY,January,2432.57
522,fremont brewing company,FREMONT BREWINGFREMONT BREWING COMPANY,February,2138.85
910,fremont brewing company,FREMONT BREWINGFREMONT BREWING COMPANY,March,2791.8199999999997
1298,fremont brewing company,FREMONT BREWINGFREMONT BREWING COMPANY,April,2529.5499999999997
1686,fremont brewing company,FREMONT BREWINGFREMONT BREWING COMPANY,May,2605.31
2074,fremont brewing company,FREMONT BREWINGFREMONT BREWING COMPANY,June,3071.87
2462,fremont brewing company,FREMONT BREWINGFREMONT BREWING COMPANY,July,2713.02
2850,fremont brewing company,FREMONT BREWINGFREMONT BREWING COMPANY,August,2729.31
3238,fremont brewing company,FREMONT BREWINGFREMONT BREWING COMPANY,September,2815.2200000000003
3626,fremont brewing company,FREMONT BREWINGFREMONT BREWING COMPANY,October,2046.05
4014,fremont brewing company,FREMONT BREWINGFREMONT BREWING COMPANY,November,2426.99
4402,fremont brewing company,FREMONT BREWINGFREMONT BREWING COMPANY,December,3203.74
4790,fremont brewing company,FREMONT BREWINGFREMONT BREWING COMPANY,total_annual,31504.3
135,fringe brewing,FRINGE BREWING,January,6.5
523,fringe brewing,FRINGE BREWING,February,32.0
911,fringe brewing,FRINGE BREWING,March,19.5
1299,fringe brewing,FRINGE BREWING,April,20.0
1687,fringe brewing,FRINGE BREWING,May,33.5
2075,fringe brewing,FRINGE BREWING,June,32.5
2463,fringe brewing,FRINGE BREWING,July,7.4
2851,fringe brewing,FRINGE BREWING,August,20.25
3239,fringe brewing,FRINGE BREWING,September,27.5
3627,fringe brewing,FRINGE BREWING,October,26.5
4015,fringe brewing,FRINGE BREWING,November,38.5
4403,fringe brewing,FRINGE BREWING,December,18.5
4791,fringe brewing,FRINGE BREWING,total_annual,282.65
136,future primitive brewing,FUTURE PRIMITIVE BREWING,January,93.77
524,future primitive brewing,FUTURE PRIMITIVE BREWING,February,74.43
912,future primitive brewing,FUTURE PRIMITIVE BREWING,March,123.34
1300,future primitive brewing,FUTURE PRIMITIVE BREWING,April,
1688,future primitive brewing,FUTURE PRIMITIVE BREWING,May,249.19
2076,future primitive brewing,FUTURE PRIMITIVE BREWING,June,147.89
2464,future primitive brewing,FUTURE PRIMITIVE BREWING,July,92.88
2852,future primitive brewing,FUTURE PRIMITIVE BREWING,August,90.08
3240,future primitive brewing,FUTURE PRIMITIVE BREWING,September,153.97
3628,future primitive brewing,FUTURE PRIMITIVE BREWING,October,84.91
4016,future primitive brewing,FUTURE PRIMITIVE BREWING,November,73.7
4404,future primitive brewing,FUTURE PRIMITIVE BREWING,December,92.96
4792,future primitive brewing,FUTURE PRIMITIVE BREWING,total_annual,1277.12
137,gallaghers where u brew,GALLAGHERS WHERE U BREW,January,
525,gallaghers where u brew,GALLAGHERS WHERE U BREW,February,31.23
913,gallaghers where u brew,GALLAGHERS WHERE U BREW,March,16.58
1301,gallaghers where u brew,GALLAGHERS WHERE U BREW,April,14.24
1689,gallaghers where u brew,GALLAGHERS WHERE U BREW,May,
2077,gallaghers where u brew,GALLAGHERS WHERE U BREW,June,18.23
2465,gallaghers where u brew,GALLAGHERS WHERE U BREW,July,3.77
2853,gallaghers where u brew,GALLAGHERS WHERE U BREW,August,3.07
3241,gallaghers where u brew,GALLAGHERS WHERE U BREW,September,17.68
3629,gallaghers where u brew,GALLAGHERS WHERE U BREW,October,35.99
4017,gallaghers where u brew,GALLAGHERS WHERE U BREW,November,18.06
4405,gallaghers where u brew,GALLAGHERS WHERE U BREW,December,17.93
4793,gallaghers where u brew,GALLAGHERS WHERE U BREW,total_annual,176.78000000000003
138,garden path fermentation,GARDEN PATH FERMENTATION,January,2.96
526,garden path fermentation,GARDEN PATH FERMENTATION,February,3.13
914,garden path fermentation,GARDEN PATH FERMENTATION,March,10.68
1302,garden path fermentation,GARDEN PATH FERMENTATION,April,4.46
1690,garden path fermentation,GARDEN PATH FERMENTATION,May,6.45
2078,garden path fermentation,GARDEN PATH FERMENTATION,June,6.62
2466,garden path fermentation,GARDEN PATH FERMENTATION,July,7.84
2854,garden path fermentation,GARDEN PATH FERMENTATION,August,7.24
3242,garden path fermentation,GARDEN PATH FERMENTATION,September,6.79
3630,garden path fermentation,GARDEN PATH FERMENTATION,October,2.87
4018,garden path fermentation,GARDEN PATH FERMENTATION,November,4.09
